,Unnamed: 0,Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year,recent_presidential_vote,percent_bachelor_or_above,gov_party,Party_Previous_Vote_Share,Incumbent,minority_percentage,Gender,Presidential_Approval_Rating,Same_Party_As_President,seat_transition,Median_Income,name_commonness,Primary.Vote.Percent,labor_force,Raised,Spent
5936,5937,"WHEELER, MARIHELEN HADDOCK",FL,3.0,DEM,2014,,24.1,REP,0.324605837,0,0.19946,1.0,0.43,True,0.0,45273.0,500,,73.4,80881.66,80417.92
5937,5938,"YOHO, THEODORE SCOTT",FL,3.0,REP,2014,,24.1,REP,0.64729511,1,0.19946,1.0,0.43,False,0.0,45273.0,181,100.00,73.4,810245.82,791906.7
5938,5942,"CRENSHAW, ANDER",FL,4.0,REP,2014,,29.7,REP,0.760731607,1,0.22444,1.0,0.43,False,4.0,54281.0,500,,73.9,1287441.93,1642950.8
5940,5943,"MOSER-BARTLETT, PAULA DARLENE",FL,4.0,NPA,2014,,29.7,REP,0.0,0,0.22444,0.0,0.43,False,4.0,54281.0,98,,73.9,,
5943,5944,"BROWN, CORRINE",FL,5.0,DEM,2014,,16.0,REP,0.707671845,1,0.61098,0.0,0.43,True,1.0,32781.0,500,39.03,73.81333,598417.33,607417.71
5945,5946,"COX, DAVID",FL,6.0,DEM,2014,,27.1,REP,0.427766308,0,0.14714000000000002,1.0,0.43,True,0.0,48408.0,4,,75.9,38479.21,37892.44
5946,5947,"DESANTIS, RONALD D",FL,6.0,REP,2014,,27.1,REP,0.5722336920000001,1,0.14714000000000002,1.0,0.43,False,0.0,48408.0,43,61.04,75.9,1110622.11,429687.94
5947,5954,"AZCONA, ALAN",FL,7.0,REP,2014,,33.6,REP,0.587063701,0,0.19941,1.0,0.43,False,1.0,51288.0,110,,76.3,851622.29,727555.78
5950,5955,"MICA, JOHN L. MR.",FL,7.0,REP,2014,,33.6,REP,0.587063701,1,0.19941,1.0,0.43,False,1.0,51288.0,6,77.16,76.3,851622.29,727555.78
5951,5950,"NEUMAN, WESLEY RYAN",FL,7.0,DEM,2014,,33.6,REP,0.41289516200000004,0,0.19941,1.0,0.43,True,1.0,51288.0,121,,76.3,52480.61,52374.74
5956,5957,"POSEY, BILL",FL,8.0,REP,2014,,26.5,REP,0.588783895,1,0.16701,1.0,0.43,False,4.0,47676.0,9,100.00,76.57895,1131537.55,1042652.48
5957,5959,"ROTHBLATT, GABRIEL",FL,8.0,DEM,2014,,26.5,REP,0.375083474,0,0.16701,1.0,0.43,True,4.0,47676.0,114,,76.57895,110316.25,106401.92
5960,5965,"GRAYSON, ALAN MARK",FL,9.0,DEM,2014,,23.5,REP,0.6251862579999999,1,0.26079,1.0,0.43,True,0.0,45204.0,110,27.82,76.9619,3105575.83,3102601.42
5963,5960,"PLATT, CAROL",FL,9.0,REP,2014,,23.5,REP,0.374813742,0,0.26079,0.0,0.43,False,0.0,45204.0,130,,76.9619,441127.0,439305.8
5967,5970,"FALSTAD, DAVID B.",FL,10.0,W,2014,,28.6,REP,0.0,0,0.22009,1.0,0.43,False,0.0,51609.0,4,,77,,
5969,5973,"MCKENNA, MICHAEL PATRICK",FL,10.0,DEM,2014,,28.6,REP,0.48252893,0,0.22009,1.0,0.43,True,0.0,51609.0,1,,77,33537.71,33623.3
5972,5969,"WEBSTER, DANIEL",FL,10.0,REP,2014,,28.6,REP,0.517326538,1,0.22009,1.0,0.43,False,0.0,51609.0,12,59.81,77,1002776.6,941146.82
5973,5974,"KOLLER, DAVID C",FL,11.0,DEM,2014,,18.3,REP,0.35522924,0,0.1352,1.0,0.43,True,0.0,41172.0,4,100.00,77.8,74634.27,67136.51
5974,5976,"NUGENT, RICHARD B",FL,11.0,REP,2014,,18.3,REP,0.64477076,1,0.1352,1.0,0.43,False,0.0,41172.0,16,,77.8,330970.5,317246.38
5976,5978,"BILIRAKIS, GUS M",FL,12.0,REP,2014,,27.2,REP,0.6348423679999999,1,0.11992,1.0,0.43,False,4.0,50835.0,500,100.00,77.4,1081571.71,700433.62
5982,5981,"JOLLY, DAVID W.",FL,13.0,REP,2014,,27.9,REP,0.5756997939999999,1,0.13710999999999998,1.0,0.43,False,1.0,45071.0,4,75.10,77.2,2057213.35,1810874.26
5983,5983,"LEVINSON, MICHAEL S",FL,13.0,OTH,2014,,27.9,REP,0.0,0,0.13710999999999998,1.0,0.43,False,1.0,45071.0,1,,77.2,,
5984,5986,"OVERBY, LUCAS",FL,13.0,LPF,2014,,27.9,REP,0.0,0,0.13710999999999998,1.0,0.43,False,1.0,45071.0,500,,77.2,,
5986,5988,"SINK, ALEX",FL,13.0,DEM,2014,,27.9,REP,0.0,0,0.13710999999999998,1.0,0.43,True,1.0,45071.0,176,,77.2,,
5988,5989,"CASTOR, KATHY",FL,14.0,DEM,2014,,26.1,REP,0.702495715,1,0.37362,0.0,0.43,True,,43758.0,134,100.00,77,681991.62,472947.57
5990,5991,"COHN, ALAN MICHAEL",FL,15.0,DEM,2014,,26.4,REP,0.0,0,0.25631,1.0,0.43,True,4.0,49681.0,110,,76.8,444540.77,429906.11
5991,5992,"ROSS, DENNIS ALAN",FL,15.0,REP,2014,,26.4,REP,1.0,1,0.25631,1.0,0.43,False,4.0,49681.0,59,100.00,76.8,1298550.35,1436048.49
5992,5996,"BUCHANAN, VERNON",FL,16.0,REP,2014,,29.6,REP,0.536121074,1,0.11481,1.0,0.43,False,4.0,51985.0,500,80.63,76.94667,1698712.19,851628.17
5993,5997,"LAWRENCE, HENRY",FL,16.0,DEM,2014,,29.6,REP,0.463878926,0,0.11481,1.0,0.43,True,4.0,51985.0,120,,76.94667,63307.9,60744.01
5994,5994,"NEWMAN, JOE",FL,16.0,W,2014,,29.6,REP,0.0,0,0.11481,1.0,0.43,False,4.0,51985.0,107,,76.94667,,
5997,5999,"BRONSON, WILLIAM EMERY",FL,17.0,DEM,2014,,18.4,REP,0.41367362700000004,0,0.16097999999999998,1.0,0.43,True,0.0,42179.0,9,,78.8,22587.07,24607.37
5999,6000,"ROONEY, TOM MR.",FL,17.0,REP,2014,,18.4,REP,0.58628386,1,0.16097999999999998,1.0,0.43,False,0.0,42179.0,20,100.00,78.8,596061.38,669303.6
6001,6009,"DOMINO, CARL J",FL,18.0,REP,2014,,29.2,REP,0.497037787,0,0.19199000000000002,1.0,0.43,False,0.0,52400.0,91,12.52,79,1500856.1,1498449.51
6005,6007,"MURPHY, PATRICK",FL,18.0,DEM,2014,,29.2,REP,0.5027958810000001,1,0.19199000000000002,1.0,0.43,True,0.0,52400.0,37,,79,5189700.95,4924667.66
6010,6017,"CLAWSON, CURTIS J",FL,19.0,REP,2014,,29.8,REP,0.619931682,1,0.13416,1.0,0.43,False,0.0,51834.0,96,,77.81053,4782657.01,4824230.0
6012,6016,"FREEMAN, APRIL JUNE",FL,19.0,DEM,2014,,29.8,REP,0.358394075,0,0.13416,0.0,0.43,True,0.0,51834.0,34,100.00,77.81053,253741.36,231797.67
6017,6020,"BONNER, JAY ALAN",FL,20.0,REP,2014,,17.7,REP,0.0,0,0.58745,1.0,0.43,False,0.0,38582.0,116,,76.74286,30203.75,25608.81
6019,6019,"HASTINGS, ALCEE L",FL,20.0,DEM,2014,,17.7,REP,0.879001985,1,0.58745,1.0,0.43,True,0.0,38582.0,500,100.00,76.74286,710345.7,811994.66
6022,6025,"DEUTCH, THEODORE ELIOT",FL,21.0,DEM,2014,,34.3,REP,0.777999297,1,0.21941999999999998,1.0,0.43,True,4.0,57016.0,181,100.00,75.8,1065501.0,1006801.03
6025,6030,"FRANKEL, LOIS J.",FL,22.0,DEM,2014,,36.2,REP,0.5462690570000001,1,0.1991,0.0,0.43,True,4.0,53536.0,500,100.00,76.1,1383775.21,1334369.48
6029,6031,"SPAIN, PAUL DOUGLAS",FL,22.0,REP,2014,,36.2,REP,0.453730943,0,0.1991,1.0,0.43,False,4.0,53536.0,27,100.00,76.1,145367.0,145296.58
6031,6035,"GARCIA, JUAN",FL,23.0,REP,2014,,36.8,REP,0.356155829,0,0.22563000000000002,1.0,0.43,False,,54650.0,68,51.25,75.8,883927.97,517856.39
6033,6034,"KAUFMAN, JOE",FL,23.0,REP,2014,,36.8,REP,0.356155829,0,0.22563000000000002,1.0,0.43,False,,54650.0,107,2.41,75.8,883927.97,517856.39
6036,6039,"ETIENNE, MICHAEL A",FL,24.0,DEM,2014,,20.2,REP,1.0,0,0.6411,1.0,0.43,True,4.0,36660.0,1,,75.6,403132.9,234359.29
6037,6040,"FERNANDEZ, LUIS E",FL,24.0,NNE,2014,,20.2,REP,0.0,0,0.6411,1.0,0.43,False,4.0,36660.0,117,,75.6,,
6038,6037,"NEREE, DUFIRSTSON JULIO",FL,24.0,REP,2014,,20.2,REP,0.0,0,0.6411,1.0,0.43,False,4.0,36660.0,500,,75.6,12040.0,12040.0
6040,6041,"WILSON, FREDERICA S",FL,24.0,DEM,2014,,20.2,REP,1.0,1,0.6411,0.0,0.43,True,4.0,36660.0,500,78.37,75.6,403132.9,234359.29
6041,6042,"DIAZ-BALART, MARIO",FL,25.0,REP,2014,,24.7,REP,0.7564638490000001,1,0.14519,1.0,0.43,False,4.0,49544.0,134,100.00,76.1,942031.32,605137.24
6043,6047,"CURBELO, CARLOS MR.",FL,26.0,REP,2014,,26.9,REP,0.430191693,0,0.13699,1.0,0.43,False,4.0,53204.0,76,100.00,72.7,2357913.67,2347633.17
6044,6050,"GARCIA, JOE",FL,26.0,DEM,2014,,26.9,REP,0.536431093,1,0.13699,1.0,0.43,True,4.0,53204.0,107,51.25,72.7,3765189.51,3787929.88
6046,6048,"MARTINEZ, JOE A",FL,26.0,REP,2014,,26.9,REP,0.430191693,0,0.13699,1.0,0.43,False,4.0,53204.0,107,,72.7,2357913.67,2347633.17
6049,6045,"RIVERA, DAVID",FL,26.0,REP,2014,,26.9,REP,0.430191693,0,0.13699,1.0,0.43,False,4.0,53204.0,4,,72.7,2357913.67,2347633.17
6050,6051,"ROS-LEHTINEN, ILEANA",FL,27.0,REP,2014,,28.7,REP,0.6016744070000001,1,0.1272,0.0,0.43,False,,43957.0,500,80.48,72.7,1004276.28,850120.46
6054,6063,"CARTER, JAMES DARWIN",GA,1.0,REP,2014,,24.3,REP,0.629782034,0,0.3768,1.0,0.42,False,0.0,48091.0,5,100.00,77.24,1825004.42,1606049.09
6060,6062,"REESE, BRIAN CORWIN",GA,1.0,DEM,2014,,24.3,REP,0.370217966,0,0.3768,1.0,0.42,True,0.0,48091.0,8,,77.24,46139.89,46857.7
6064,6065,"BISHOP, SANFORD D JR",GA,2.0,DEM,2014,,16.2,REP,0.6378365029999999,1,0.57063,1.0,0.42,True,0.0,34707.0,500,100.00,77.9,1226049.07,1050925.47
6066,6067,"DUKE, GREGORY PAUL",GA,2.0,REP,2014,,16.2,REP,0.36216349700000006,0,0.57063,1.0,0.42,False,0.0,34707.0,29,78.99,77.9,16804.0,17383.61
6068,6068,"WESTMORELAND, LYNN A.",GA,3.0,REP,2014,,24.5,REP,0.999548358,1,0.30571,0.0,0.42,False,3.0,49833.0,164,,78.4,1026118.98,1037842.91
6071,6072,"JOHNSON, HENRY C 'HANK'",GA,4.0,DEM,2014,,29.4,REP,0.735524472,1,0.68661,1.0,0.42,True,0.0,46792.0,120,100.00,78.01053,638258.47,640573.24
6072,6073,"LEWIS, JOHN R.",GA,5.0,DEM,2014,,38.6,REP,0.843857697,1,0.66861,1.0,0.42,True,1.0,44411.0,6,100.00,77.80952,723262.78,745565.52
6073,6074,"MONTIGEL, ROBERT G",GA,6.0,DEM,2014,,57.3,REP,0.354941945,0,0.2919,1.0,0.42,True,0.0,79510.0,7,,77.8,8824.18,14572.91
6074,6075,"PRICE, THOMAS EDMUNDS",GA,6.0,REP,2014,,57.3,REP,0.645058055,1,0.2919,1.0,0.42,False,0.0,79510.0,20,100.00,77.8,2403022.09,1724934.57
6075,6076,"WIGHT, THOMAS DEE",GA,7.0,DEM,2014,,38.2,REP,0.37838105899999996,0,0.41228000000000004,0.0,0.42,True,0.0,64255.0,20,,77.2,19569.0,19471.0
6078,6079,"SCOTT, JAMES AUSTIN",GA,8.0,REP,2014,,18.9,REP,1.0,1,0.35369,1.0,0.42,False,0.0,39646.0,5,77.76,77.8,956177.9,800954.98
6079,6082,"COLLINS, DOUGLAS ALLEN",GA,9.0,REP,2014,,20.4,REP,0.7618430079999999,1,0.13505999999999999,1.0,0.42,False,1.0,46213.0,50,61.27,77.8,848530.66,664454.62
6081,6080,"VOGEL, DAVID DONALD",GA,9.0,DEM,2014,,20.4,REP,0.23815699199999998,0,0.13505999999999999,1.0,0.42,True,1.0,46213.0,4,,77.8,28898.36,27968.16
6083,6087,"DIOUS, IVORY KENNETH",GA,10.0,DEM,2014,,23.9,REP,0.0,0,0.31409000000000004,0.0,0.42,True,0.0,47191.0,500,,77.3,31795.0,35774.0
6084,6083,"DOUGLAS, JOHN F",GA,10.0,REP,2014,,23.9,REP,0.9981037140000001,0,0.31409000000000004,1.0,0.42,False,0.0,47191.0,6,,77.3,952162.29,949719.72
6086,6091,"HICE, JODY",GA,10.0,REP,2014,,23.9,REP,0.9981037140000001,0,0.31409000000000004,0.0,0.42,False,0.0,47191.0,173,100.00,77.3,952162.29,949719.72
6095,6099,"LOUDERMILK, BARRY",GA,11.0,REP,2014,,38.3,REP,0.685461335,0,0.26882,1.0,0.42,False,3.0,65837.0,154,60.27,77.1,1127064.24,1034391.57
6099,6100,"ALLEN, RICHARD W",GA,12.0,REP,2014,,19.8,REP,0.46299991100000004,0,0.41276,1.0,0.42,False,0.0,38144.0,16,78.96,77.29333,2538471.31,2488059.59
6100,6105,"BARROW, JOHN J.",GA,12.0,DEM,2014,,19.8,REP,0.537000089,1,0.41276,1.0,0.42,True,0.0,38144.0,6,,77.29333,3550177.63,3536271.13
6106,6106,"SCOTT, DAVID ALBERT",GA,13.0,DEM,2014,,27.2,REP,0.7174448920000001,1,0.65833,1.0,0.42,True,0.0,51358.0,4,77.76,79.1,1015512.72,1146654.33
6107,6109,"GRAVES, JOHN THOMAS MR. JR.",GA,14.0,REP,2014,,16.5,REP,0.7297118509999999,1,0.14957,1.0,0.42,False,,46170.0,6,75.65,78.4,969539.27,736722.39
6115,6124,"DJOU, CHARLES K",HI,1.0,REP,2014,0.698140166,33.8,DEM,0.453871719,0,0.81467,1.0,0.52,False,0.0,73008.0,23,,77.36316,1059771.79,1013175.8
6123,6123,"TAKAI, KYLE MARK",HI,1.0,DEM,2014,0.698140166,33.8,DEM,0.546128281,0,0.81467,1.0,0.52,True,0.0,73008.0,86,,77.36316,1829107.89,1771572.1
6126,6126,"CROWLEY, KAWIKA",HI,2.0,REP,2014,0.7095715509999999,27.0,DEM,0.19457482899999998,0,0.67757,1.0,0.52,False,,66042.0,500,,75.50476,0.0,0.0
6127,6129,"GABBARD, TULSI",HI,2.0,DEM,2014,0.7095715509999999,27.0,DEM,0.805425171,1,0.67757,0.0,0.52,True,,66042.0,500,84.53,75.50476,1670401.78,857985.06
6129,6137,"BLUM, RODNEY LELAND",IA,1.0,REP,2014,0.571385451,24.9,REP,0.41594766899999996,0,0.08528,1.0,0.38,False,4.0,55648.0,74,99.35,72,1076027.69,1031469.59
6133,6138,"MURPHY, PATRICK JOSEPH",IA,1.0,DEM,2014,0.571385451,24.9,REP,0.569451343,0,0.08528,1.0,0.38,True,4.0,55648.0,37,32.38,72,1418164.97,1416830.14
6134,6132,"O'BRIEN, DAVID A",IA,1.0,DEM,2014,0.571385451,24.9,REP,0.569451343,0,0.08528,1.0,0.38,True,4.0,55648.0,4,,72,1418164.97,1416830.14
6138,6142,"LOEBSACK, DAVID WAYNE",IA,2.0,DEM,2014,0.589983339,27.0,REP,0.5561409310000001,1,0.09644,1.0,0.38,True,4.0,51019.0,4,99.01,72.6,1733368.07,1721735.53
6140,6141,"MILLER-MEEKS, MARIANNETTE JANE",IA,2.0,REP,2014,0.589983339,27.0,REP,0.42519005,0,0.09644,0.0,0.38,False,4.0,51019.0,500,,72.6,940287.64,940493.03
6142,6145,"APPEL, STACI",IA,3.0,DEM,2014,0.543020855,31.1,REP,0.436565097,0,0.09856000000000001,0.0,0.38,True,4.0,59460.0,500,,69.5,2247806.89,2162366.16
6151,6153,"YOUNG, DAVID",IA,3.0,REP,2014,0.543020855,31.1,REP,0.522950268,0,0.09856000000000001,1.0,0.38,False,4.0,59460.0,4,84.78,69.5,1997689.88,1967925.42
6153,6154,"KING, STEVE MR.",IA,4.0,REP,2014,0.508540144,22.3,REP,0.529747893,1,0.06562,1.0,0.38,False,,49623.0,159,64.63,74.2,2000377.86,1983500.69
6154,6155,"MOWRER, JIM",IA,4.0,DEM,2014,0.508540144,22.3,REP,0.448740524,0,0.06562,1.0,0.38,True,,49623.0,5,49.55,74.2,2172730.89,2167517.19
6158,6162,"LABRADOR, RAUL R. REP.",ID,1.0,REP,2014,0.380523393,23.9,REP,0.62957654,1,0.06749,1.0,0.25,False,1.0,48523.0,500,80.98,73.9,544737.29,425010.5
6161,6157,"RINGO, SHIRLEY G",ID,1.0,DEM,2014,0.380523393,23.9,REP,0.307681136,0,0.06749,0.0,0.25,True,1.0,48523.0,500,,73.9,225143.94,225143.94
6162,6164,"SIMPSON, MICHAEL",ID,2.0,REP,2014,0.336212994,27.0,REP,0.651227339,1,0.10004,1.0,0.25,False,,47234.0,1,72.98,74.1,2466247.46,2462427.92
6164,6165,"STALLINGS, RICHARD",ID,2.0,DEM,2014,0.336212994,27.0,REP,0.34803481399999997,0,0.10004,1.0,0.25,True,,47234.0,16,,74.1,116006.05,113773.63
6165,6166,"RUSH, BOBBY LEE",IL,1.0,DEM,2014,0.7501969159999999,26.7,DEM,0.73822169,1,0.58955,1.0,0.49,True,4.0,48557.0,93,71.44,72.9,349071.0,344604.21
6166,6167,"TILLMAN, JIMMY LEE",IL,1.0,REP,2014,0.7501969159999999,26.7,DEM,0.261775193,0,0.58955,1.0,0.49,False,4.0,48557.0,100,26.22,72.9,0.0,0.0
6179,6195,"KELLY, ROBIN L.",IL,2.0,DEM,2014,0.723886028,21.3,DEM,0.6325005370000001,1,0.61039,0.0,0.49,True,1.0,45505.0,67,73.92,73.9,1345389.51,1414097.35
6187,6168,"PICKENS, LARRY D",IL,2.0,DEM,2014,0.723886028,21.3,DEM,0.6325005370000001,0,0.61039,1.0,0.49,True,1.0,45505.0,58,,73.9,1345389.51,1414097.35
6193,6180,"WALLACE, ERIC M.",IL,2.0,REP,2014,0.723886028,21.3,DEM,0.23215389399999997,0,0.61039,1.0,0.49,False,1.0,45505.0,14,,73.9,22621.25,21789.09
6195,6197,"BRANNIGAN, SHARON M",IL,3.0,REP,2014,0.7501969159999999,25.7,DEM,0.31515272,0,0.23267,0.0,0.49,False,1.0,60637.0,63,,73.39333,32060.0,32937.0
6198,6199,"LIPINSKI, DANIEL WILLIAM WILLIAM",IL,3.0,DEM,2014,0.7501969159999999,25.7,DEM,0.68481887,1,0.23267,1.0,0.49,True,1.0,60637.0,12,100.00,73.39333,874348.64,618212.09
6199,6200,"CONCEPCION, HECTOR L",IL,4.0,REP,2014,0.7501969159999999,19.3,DEM,0.0,0,0.4153,1.0,0.49,False,4.0,43947.0,194,,79.3,,
6201,6203,"GUTIERREZ, LUIS V",IL,4.0,DEM,2014,0.7501969159999999,19.3,DEM,0.830021993,1,0.4153,1.0,0.49,True,4.0,43947.0,117,75.17,79.3,262850.48,408968.09
6203,6204,"KOLBER, VINCENT A",IL,5.0,REP,2014,0.7501969159999999,50.6,DEM,0.285856415,0,0.1844,1.0,0.49,False,1.0,71833.0,98,,77.3,346433.16,345811.21
6204,6207,"QUIGLEY, MIKE",IL,5.0,DEM,2014,0.7501969159999999,50.6,DEM,0.657337717,1,0.1844,1.0,0.49,True,1.0,71833.0,1,100.00,77.3,914483.79,779868.08
6207,6209,"MASON, MICHAEL",IL,6.0,DEM,2014,0.708741308,50.5,DEM,0.407786489,0,0.16533,1.0,0.49,True,1.0,88574.0,1,,78.31579,0.0,0.0
6208,6208,"ROSKAM, PETER",IL,6.0,REP,2014,0.708741308,50.5,DEM,0.592213511,1,0.16533,1.0,0.49,False,1.0,88574.0,55,68.78,78.31579,3494076.2,4079869.91
6209,6212,"BUMPERS, ROBERT L.",IL,7.0,REP,2014,0.7501969159999999,38.2,DEM,0.10985389400000001,0,0.6655399999999999,1.0,0.49,False,,51311.0,7,,78.62381,0.0,0.0
6210,6213,"DAVIS, DANNY K. MR.",IL,7.0,DEM,2014,0.7501969159999999,38.2,DEM,0.846401452,1,0.6655399999999999,1.0,0.49,True,,51311.0,95,81.19,78.62381,517868.54,469170.22
6213,6215,"DUCKWORTH, L. TAMMY",IL,8.0,DEM,2014,0.708412833,32.6,DEM,0.547421645,1,0.31973,0.0,0.49,True,,64560.0,500,,79.5,3241320.92,2289837.46
6215,6216,"KAIFESH, LAWRENCE JOSEPH",IL,8.0,REP,2014,0.708412833,32.6,DEM,0.452578355,0,0.31973,1.0,0.49,False,,64560.0,102,,79.5,332032.87,331672.88
6216,6218,"ATANUS, SUSANNE",IL,9.0,REP,2014,0.7501969159999999,51.6,DEM,0.33669722,0,0.27514,0.0,0.49,False,,64804.0,500,,77.8,0.0,0.0
6217,6219,"SCHAKOWSKY, JANICE D",IL,9.0,DEM,2014,0.7501969159999999,51.6,DEM,0.66325513,1,0.27514,0.0,0.49,True,,64804.0,184,100.00,77.8,1334600.16,1327080.7
6219,6221,"DOLD, ROBERT JAMES JR",IL,10.0,REP,2014,0.723531354,42.7,DEM,0.49371157200000004,0,0.22793000000000002,1.0,0.49,False,0.0,74174.0,7,100.00,78.8,3732448.13,3648085.17
6221,6222,"SCHNEIDER, BRADLEY SCOTT",IL,10.0,DEM,2014,0.723531354,42.7,DEM,0.506288428,1,0.22793000000000002,1.0,0.49,True,0.0,74174.0,57,53.73,78.8,4843061.39,4754838.27
6224,6227,"FOSTER, G. WILLIAM (BILL)",IL,11.0,DEM,2014,0.48468597,34.5,DEM,0.585650524,1,0.36449000000000004,1.0,0.49,True,4.0,67898.0,500,100.00,78.5,2871395.85,1812623.24
6225,6225,"MILLER, ALBERT",IL,11.0,REP,2014,0.48468597,34.5,DEM,0.41427476,0,0.36449000000000004,1.0,0.49,False,4.0,67898.0,126,100.00,78.5,767591.63,763134.21
6227,6228,"SENGER, DARLENE",IL,11.0,REP,2014,0.48468597,34.5,DEM,0.41427476,0,0.36449000000000004,0.0,0.49,False,4.0,67898.0,500,,78.5,767591.63,763134.21
6228,6232,"BOST, MICHAEL J",IL,12.0,REP,2014,0.49576894299999996,21.1,DEM,0.427380909,0,0.21063,1.0,0.49,False,0.0,44940.0,1,100.00,78.2,1319176.85,1291882.8
6231,6230,"ENYART, WILLIAM L. JR.",IL,12.0,DEM,2014,0.49576894299999996,21.1,DEM,0.516534024,1,0.21063,1.0,0.49,True,0.0,44940.0,9,,78.2,1993036.18,1968427.18
6232,6233,"CALLIS, ANN",IL,13.0,DEM,2014,0.690443956,29.0,DEM,0.462088761,0,0.18721,0.0,0.49,True,4.0,47026.0,100,,78.2,1936927.07,1936927.07
6233,6240,"DAVIS, RODNEY L",IL,13.0,REP,2014,0.690443956,29.0,DEM,0.465492467,1,0.18721,1.0,0.49,False,4.0,47026.0,74,81.19,78.2,3491351.2,3382440.78
6235,6238,"FIRSCHING, MICHAEL",IL,13.0,REP,2014,0.690443956,29.0,DEM,0.465492467,0,0.18721,1.0,0.49,False,4.0,47026.0,1,,78.2,3491351.2,3382440.78
6240,6242,"ANDERSON, DENNIS",IL,14.0,DEM,2014,0.506439105,38.3,DEM,0.411821006,0,0.12497,1.0,0.49,True,4.0,86124.0,59,,78.28,60164.46,55201.85
6242,6243,"HULTGREN, RANDY",IL,14.0,REP,2014,0.506439105,38.3,DEM,0.588178994,1,0.12497,1.0,0.49,False,4.0,86124.0,77,100.00,78.28,1182737.75,957244.67
6243,6245,"SHIMKUS, JOHN M",IL,15.0,REP,2014,0.42520181100000004,17.9,DEM,0.6860607390000001,1,0.06816,1.0,0.49,False,0.0,48615.0,6,60.37,79.7,1982069.02,1816163.09
6244,6244,"THORSLAND, ERIC LEE",IL,15.0,DEM,2014,0.42520181100000004,17.9,DEM,0.313939261,0,0.06816,1.0,0.49,True,0.0,48615.0,14,,79.7,22263.0,24243.0
6246,6247,"KINZINGER, ADAM",IL,16.0,REP,2014,0.493675715,21.0,DEM,0.618140705,1,0.09467,1.0,0.49,False,0.0,54155.0,36,100.00,78.3,1944119.16,1377467.14
6247,6246,"OLSEN, RANDALL WAYNE",IL,16.0,DEM,2014,0.493675715,21.0,DEM,0.381859295,0,0.09467,1.0,0.49,True,0.0,54155.0,122,,78.3,9747.0,11505.72
6248,6251,"BUSTOS, CHERI",IL,17.0,DEM,2014,0.48311649700000003,17.8,DEM,0.532754259,1,0.18283,0.0,0.49,True,0.0,44735.0,500,100.00,78.36842,3199627.94,3089767.62
6251,6252,"SCHILLING, ROBERT T.",IL,17.0,REP,2014,0.48311649700000003,17.8,DEM,0.46717980600000003,0,0.18283,1.0,0.49,False,0.0,44735.0,7,,78.36842,1153678.18,1144068.66
6252,6255,"MELLON, ROB",IL,18.0,DEM,2014,0.445785359,30.7,DEM,0.258361623,0,0.08659,1.0,0.49,True,,58821.0,7,,78,23609.7,23609.7
6253,6253,"MILLER, DARREL ERVIN",IL,18.0,DEM,2014,0.445785359,30.7,DEM,0.258361623,0,0.08659,1.0,0.49,True,,58821.0,500,100.00,78,23609.7,23609.7
6254,6254,"SCHOCK, AARON JON MR.",IL,18.0,REP,2014,0.445785359,30.7,DEM,0.741638377,1,0.08659,1.0,0.49,False,,58821.0,35,,78,2723250.13,1530975.84
6255,6256,"STUTZMAN, MARLIN A",IN,0.0,REP,2014,,,REP,0.0,0,,1.0,0.34,False,0.0,,500,,77.5,13138.75,11942.0
6258,6257,"LEYVA, MARK J",IN,1.0,REP,2014,0.602141884,21.2,REP,0.327168015,0,0.30079,1.0,0.34,False,0.0,51887.0,18,,77.6,13138.75,11942.0
6259,6260,"VISCLOSKY, PETER J.",IN,1.0,DEM,2014,0.602141884,21.2,REP,0.672831985,1,0.30079,1.0,0.34,True,0.0,51887.0,55,79.97,77.6,937818.3,892912.78
6260,6266,"BOCK, JOSEPH",IN,2.0,DEM,2014,0.463299154,20.3,REP,0.475776579,0,0.13451,1.0,0.34,True,0.0,47178.0,11,,77.8,804787.41,804787.41
6263,6262,"MORRISON, DAN",IN,2.0,DEM,2014,0.463299154,20.3,REP,0.475776579,0,0.13451,1.0,0.34,True,0.0,47178.0,12,,77.8,804787.41,804787.41
6265,6265,"WALORSKI SWIHART, JACKIE",IN,2.0,REP,2014,0.463299154,20.3,REP,0.490110613,0,0.13451,0.0,0.34,False,0.0,47178.0,500,,77.8,2055614.41,1836516.26
6267,6268,"KUHNLE, JUSTIN JAMES",IN,3.0,DEM,2014,0.36801269299999995,21.7,REP,0.329591236,0,0.12941,1.0,0.34,True,4.0,50078.0,38,,77,816.0,760.54
6274,6278,"DALE, JOHN",IN,4.0,DEM,2014,0.498074171,23.7,REP,0.341630305,0,0.10186,1.0,0.34,True,4.0,51370.0,6,100.00,76.9,55522.72,40477.26
6279,6280,"ROKITA, THEODORE EDWARD",IN,4.0,REP,2014,0.498074171,23.7,REP,0.619566016,1,0.10186,1.0,0.34,False,4.0,51370.0,181,69.26,76.9,1537040.32,1157768.84
6280,6286,"BROOKS, SUSAN MRS.",IN,5.0,REP,2014,0.47378422,42.5,REP,0.583665058,1,0.14225,0.0,0.34,False,,63471.0,27,69.50,77.09333,1689676.81,1018137.3
