filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,Party_Previous_Vote_ShareLEFT,IncumbentLEFT,filler,filler,filler,filler,filler,filler,filler,filler,filler,RaisedLEFT,SpentLEFT,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,Party_Previous_Vote_ShareRIGHT,IncumbentRIGHT,filler,filler,filler,filler,filler,filler,filler,filler,filler,RaisedRIGHT,SpentRIGHT,PollingLEFT,PollingRIGHT,Wave,won
771,4976,4977,"BEASLEY, SCOTT",TN,6,IND,2012,0.304510605,19.1,REP,0.033608255,0,0.08058,1,0.37,FALSE,3,44735,17,,78.4,,,0,4977,4981,"BLACK, DIANE L MRS.",TN,6,REP,2012,0.304510605,19.1,REP,0.672568085,1,0.08058,0,0.37,FALSE,3,44735,123,69.38,78.4,2437229.66,2153237.88,0.033608255,0.672568085,1.2,1
772,4982,4985,"AMOUZOUVIK, CREDO COMLAN",TN,7,DEM,2012,0.318479009,24.6,REP,0.247500945,0,0.15629,1,0.37,TRUE,3,48542,500,100,77.94,0,0,0,4984,4982,"BLACKBURN, MARSHA MRS.",TN,7,REP,2012,0.318479009,24.6,REP,0.723717228,1,0.15629,0,0.37,FALSE,3,48542,500,100,77.94,1779731.37,1408632.56,0.247500945,0.723717228,1.2,1
773,4988,4988,"DIXON, TIMOTHY D",TN,8,DEM,2012,0.241922892,27.2,REP,0.388040978,0,0.23149,1,0.37,TRUE,0,50260,21,37.89,78.3,26672.99,26673.15,0,4989,4992,"FINCHER, STEVE",TN,8,REP,2012,0.241922892,27.2,REP,0.589940563,1,0.23149,1,0.37,FALSE,0,50260,159,86.66,78.3,2251745.71,911702.99,0.388040978,0.589940563,1.2,1
774,4996,5000,"COHEN, STEPHEN IRA",TN,9,DEM,2012,0.277493188,22,REP,0.739969016,1,0.71738,1,0.37,TRUE,,35272,33,89.3,75.3,831885.68,820326.73,1,4997,5003,"FLINN, GEORGE S. JR.",TN,9,REP,2012,0.277493188,22,REP,0.251128555,0,0.71738,1,0.37,FALSE,,35272,53,63.95,75.3,1593376.23,1568657.35,0.739969016,0.251128555,1.2,0
775,5005,5008,"GOHMERT, LOUIE",TX,1,REP,2012,,19.6,REP,0.897294898,1,0.23238,1,0.41,FALSE,3,42019,500,100,77.6381,742346.57,759161.55,1,5006,5006,"MCKELLAR, SHIRLEY JONETTA  DR",TX,1,DEM,2012,,19.6,REP,0,0,0.23238,1,0.41,TRUE,3,42019,500,100,77.6381,52936.84,52774.06,0.897294898,0,1.2,0
776,5008,5010,"DOUGHERTY, JAMES SAMPSON",TX,2,DEM,2012,,37.9,REP,0,0,0.27187,1,0.41,TRUE,4,70434,5,100,77.8,48168.7,45945.41,0,5011,5009,"POE, TED",TX,2,REP,2012,,37.9,REP,0.886111319,1,0.27187,1,0.41,FALSE,4,70434,181,100,77.8,966270.91,480982.47,0,0.886111319,1.2,1
777,5021,5026,"HALL, RALPH MOODY",TX,4,REP,2012,,19,REP,0.731874644,1,0.17693,1,0.41,FALSE,4,45112,171,58.37,79,563641.45,598127.32,1,5022,5021,"HATHCOX, VALINDA",TX,4,DEM,2012,,19,REP,0.219957485,0,0.17693,0,0.41,TRUE,4,45112,500,100,79,0,0,0.731874644,0.219957485,1.2,0
778,5028,5031,"HENSARLING, JEB HON.",TX,5,REP,2012,,17.9,REP,0.7052706,1,0.24514,1,0.41,FALSE,0,43436,500,100,78.2,3017392.46,2583174.15,1,5029,5029,"MROSKO, LINDA SUZANNE",TX,5,DEM,2012,,17.9,REP,0.275185168,0,0.24514,0,0.41,TRUE,0,43436,68,39.16,78.2,7843.98,7842.5,0.7052706,0.275185168,1.2,0
779,5031,5042,"BARTON, JOE LINUS",TX,6,REP,2012,,28.5,REP,0.659091888,1,0.29532,1,0.41,FALSE,0,59024,107,63.22,78.5,1535592.48,2152615.75,1,5041,5036,"SANDERS, KENNETH",TX,6,DEM,2012,,28.5,REP,0.311995177,0,0.29532,1,0.41,TRUE,0,59024,31,61.25,78.5,145117.41,135452.27,0.659091888,0.311995177,1.2,0
780,5043,5043,"CARGAS, JAMES P",TX,7,DEM,2012,,47.1,REP,0,0,0.3074,1,0.41,TRUE,4,67432,5,33.78,79.7,76900.11,75853.73,0,5044,5049,"CULBERSON, JOHN",TX,7,REP,2012,,47.1,REP,0.814472326,1,0.3074,1,0.41,FALSE,4,67432,6,86.29,79.7,842045.37,846830.82,0,0.814472326,1.2,1
781,5049,5053,"BRADY, KEVIN",TX,8,REP,2012,,26,REP,0.802674305,1,0.16523,1,0.41,FALSE,0,60600,13,76.11,79.13333,1385893.57,1268522.45,1,5050,5051,"BURNS, NEIL  PAUL",TX,8,DEM,2012,,26,REP,0.172521992,0,0.16523,1,0.41,TRUE,0,60600,175,100,79.13333,14935.5,10871.38,0.802674305,0.172521992,1.2,0
782,5055,5058,"GREEN, ALEXANDER",TX,9,DEM,2012,,23.1,REP,0.757391247,1,0.61172,1,0.41,TRUE,0,39658,106,100,81.2,351713.48,365843.61,1,5056,5057,"MUELLER, STEVE",TX,9,REP,2012,,23.1,REP,0.22881428,0,0.61172,1,0.41,FALSE,0,39658,159,100,81.2,3788.47,4009.33,0.757391247,0.22881428,1.2,0
783,5058,5064,"CADIEN, TAWANA W.",TX,10,DEM,2012,0.215917843,35,REP,0.330488779,0,0.21209,0,0.41,TRUE,4,61710,500,56.65,80.6,47567.98,51855.41,0,5060,5063,"MCCAUL, MICHAEL",TX,10,REP,2012,0.215917843,35,REP,0.646738427,1,0.21209,1,0.41,FALSE,4,61710,1,83.77,80.6,1124340.28,1075667.29,0.330488779,0.646738427,1.2,1
784,5066,5070,"CONAWAY, MICHAEL HONORABLE",TX,11,REP,2012,,18.5,REP,0.808426677,1,0.1134,1,0.41,FALSE,4,48515,1,70.36,80.35263,1350629.71,1206227.65,1,5067,5065,"RILEY, JAMES EDWARD FRANCIS SR",TX,11,DEM,2012,,18.5,REP,0.154428994,0,0.1134,1,0.41,TRUE,4,48515,5,100,80.35263,0,0,0.808426677,0.154428994,1.2,0
785,5070,5073,"GRANGER, KAY",TX,12,REP,2012,,27.8,REP,0.718572821,1,0.19116,0,0.41,FALSE,0,57652,500,80.18,79.94762,1375456.6,1369512.32,1,5073,5075,"ROBINSON, DAVID KEITH",TX,12,DEM,2012,,27.8,REP,0.251338962,0,0.19116,1,0.41,TRUE,0,57652,4,100,79.94762,10785,10784,0.718572821,0.251338962,1.2,0
786,5076,5076,"DEEK, JOHN ROBERT",TX,13,LIB,2012,,19.2,REP,0.043447167,0,0.13371,1,0.41,FALSE,0,46413,6,,79.5,,,0,5079,5079,"THORNBERRY, MAC",TX,13,REP,2012,,19.2,REP,0.870488992,1,0.13371,1,0.41,FALSE,0,46413,500,77.53,79.5,1092128.93,870521.11,0.043447167,0.870488992,1.2,1
787,5088,5093,"LAMPSON, NICHOLAS",TX,14,DEM,2012,,22,REP,0.240097485,0,0.28413,1,0.41,TRUE,0,51437,51,83.24,79.9,1187774.95,1175039,0,5094,5095,"WEBER, RANDY",TX,14,REP,2012,,22,REP,0.759902515,0,0.28413,1,0.41,FALSE,0,51437,77,27.6,79.9,1334236.07,1289706.28,0.240097485,0.759902515,1.2,1
788,5095,5106,"BRUEGGEMANN, DALE ALLEN",TX,15,REP,2012,,17.5,REP,0.415945046,0,0.09999,1,0.41,FALSE,0,39716,148,31.68,79.3,33575,31991,0,5100,5102,"HINOJOSA, RUBEN E.",TX,15,DEM,2012,,17.5,REP,0.557306411,1,0.09999,1,0.41,TRUE,0,39716,182,71.16,79.3,592032.53,849921.29,0.415945046,0.557306411,1.2,1
789,5106,5114,"CARRASCO, BARBARA",TX,16,REP,2012,,22,REP,0.365770626,0,0.17064,0,0.41,FALSE,3,41401,76,58.87,79.9,132479,132574.5,0,5109,5108,"O'ROURKE, ROBERT ''BETO''",TX,16,DEM,2012,,22,REP,0.580749658,0,0.17064,1,0.41,TRUE,3,41401,7,50.47,79.9,685661.09,618525.63,0.365770626,0.580749658,1.2,1
790,5114,5116,"EASTON, BEN",TX,17,LIB,2012,,27.9,REP,0.016264872,0,0.24384,1,0.41,FALSE,4,45756,44,,80.3,,,0,5115,5115,"FLORES, BILL",TX,17,REP,2012,,27.9,REP,0.61801879,1,0.24384,1,0.41,FALSE,4,45756,9,82.5,80.3,1301528.91,1059094.75,0.016264872,0.61801879,1.2,1
791,5119,5118,"LEE, SHEILA JACKSON",TX,18,DEM,2012,,18.7,REP,0.701510868,1,0.54642,1,0.41,TRUE,3,37938,119,,79,600450.89,554810.24,1,5122,5123,"SEIBERT, SEAN ERIC LEE",TX,18,REP,2012,,18.7,REP,0.272557925,0,0.54642,1,0.41,FALSE,3,37938,39,100,79,46944.69,43012.83,0.701510868,0.272557925,1.2,0
792,5123,5125,"NEUGEBAUER, RANDY HONORABLE",TX,19,REP,2012,,21,REP,0.777798149,1,0.17953,1,0.41,FALSE,0,42453,77,74.31,79.48667,1561331.33,1319609.09,1,5124,5124,"PETERSON, RICHARD",TX,19,LIB,2012,,21,REP,0.031644641,0,0.17953,1,0.41,FALSE,0,42453,16,,79.48667,,,0.777798149,0.031644641,1.2,0
793,5126,5127,"CASTRO, JOAQUIN MR.",TX,20,DEM,2012,,22.2,REP,0.636166405,0,0.23935,1,0.41,TRUE,0,45338,500,100,80,1494022.55,1346968.05,1,5131,5132,"ROSA, DAVID L",TX,20,REP,2012,,22.2,REP,0.344492054,0,0.23935,1,0.41,FALSE,0,45338,4,100,80,54401.71,57952.11,0.636166405,0.344492054,1.2,0
794,5133,5138,"DUVAL, CANDACE",TX,21,DEM,2012,,43.6,REP,0.278708068,0,0.12983,0,0.41,TRUE,0,58738,500,61.07,80.5,56858.3,56931.76,0,5137,5137,"SMITH, LAMAR",TX,21,REP,2012,,43.6,REP,0.688765351,1,0.12983,1,0.41,FALSE,0,58738,500,,80.5,1727471.98,1705680.88,0.278708068,0.688765351,1.2,1
795,5142,5139,"OLSON, PETER G",TX,22,REP,2012,,40.8,REP,0.674935046,1,0.36871,1,0.41,FALSE,3,82899,55,76.48,80.23684,1439596.52,1244947.02,1,5143,5143,"ROGERS, LAKESHA",TX,22,DEM,2012,,40.8,REP,0.298151501,0,0.36871,0,0.41,TRUE,3,82899,500,50.71,80.23684,0,0,0.674935046,0.298151501,1.2,0
796,5147,5153,"CANSECO, FRANCISCO RAUL QUICO R.",TX,23,REP,2012,,20.5,REP,0.49396835,1,0.15902,1,0.41,FALSE,4,47525,173,100,80.10476,2712704.43,2534134.93,0,5148,5152,"GALLEGO, PETE",TX,23,DEM,2012,,20.5,REP,0.444441511,0,0.15902,1,0.41,TRUE,4,47525,55,40.83,80.10476,1802829.59,1767937.79,0.49396835,0.444441511,1.2,1
797,5153,5156,"MARCHANT, KENNY E MR.",TX,24,REP,2012,,42.4,REP,0.815718047,1,0.31758,1,0.41,FALSE,3,61682,500,67.93,80.2,829632.42,742252.43,1,5155,5157,"RUSK, TIMOTHY EDWARD",TX,24,DEM,2012,,42.4,REP,0,0,0.31758,1,0.41,TRUE,3,61682,21,100,80.2,6252,6176.46,0.815718047,0,1.2,0
798,5165,5160,"HENDERSON, ELAINE M.",TX,25,DEM,2012,,33.6,REP,0.528235586,0,0.16417,0,0.41,TRUE,0,57180,500,100,79.6,,,0,5173,5164,"WILLIAMS, ROGER",TX,25,REP,2012,,33.6,REP,0.448350568,1,0.16417,1,0.41,FALSE,0,57180,92,25.11,79.6,3102682.95,3035074.05,0.528235586,0.448350568,1.2,1
799,5175,5175,"BURGESS, MICHAEL C. DR.",TX,26,REP,2012,,39.3,REP,0.670527792,1,0.18767,1,0.41,FALSE,3,75711,1,100,80.5,1054607.15,990101.27,1,5177,5178,"SANCHEZ, DAVID",TX,26,DEM,2012,,39.3,REP,0.306959447,0,0.18767,1,0.41,TRUE,3,75711,4,100,80.5,11273.84,10226.01,0.670527792,0.306959447,1.2,0
800,5182,5190,"FARENTHOLD, RANDOLPH BLAKE",TX,27,REP,2012,,18.2,REP,0.478437884,1,0.16132,1,0.41,FALSE,4,47830,500,70.78,79.2,1153105.4,1182936.31,1,5185,5191,"HARRISON, ROSE MEZA",TX,27,DEM,2012,,18.2,REP,0.471167647,0,0.16132,1,0.41,TRUE,4,47830,500,30.7,79.2,399641.24,390919.06,0.478437884,0.471167647,1.2,0
801,5192,5192,"CUELLAR, HENRY R.",TX,28,DEM,2012,,17,REP,0.563481805,1,0.13806,1,0.41,TRUE,0,42237,120,100,80.1,1672433.49,1279635.52,1,5193,5195,"HAYWARD, WILLIAM R",TX,28,REP,2012,,17,REP,0.419561588,0,0.13806,1,0.41,FALSE,0,42237,9,100,80.1,,,0.563481805,0.419561588,1.2,0
802,5195,5198,"GREEN, RAYMOND E. 'GENE'",TX,29,DEM,2012,,8.3,REP,0.646128338,1,0.29651,1,0.41,TRUE,0,35951,61,100,79,1012294.96,721458.54,1,5197,5196,"STANCZAK, JAMES",TX,29,LIB,2012,,8.3,REP,0.012935413,0,0.29651,1,0.41,FALSE,0,35951,5,,79,,,0.646128338,0.012935413,1.2,0
803,5200,5199,"JOHNSON, EDDIE BERNICE",TX,30,DEM,2012,,18.8,REP,0.757356683,1,0.57449,0,0.41,TRUE,0,40810,165,83.06,79.42,779237.22,882303.45,1,5202,5201,"WASHINGTON, TRAVIS JR",TX,30,REP,2012,,18.8,REP,0.216427732,0,0.57449,1,0.41,FALSE,0,40810,54,100,79.42,9800,7705,0.757356683,0.216427732,1.2,0
804,5203,5204,"CARTER, JOHN R. REP.",TX,31,REP,2012,,31.6,REP,0.82539724,1,0.21951,1,0.41,FALSE,0,61553,6,75.99,75.1,885683.63,757982.69,1,5206,5205,"WYMAN, STEPHEN",TX,31,DEM,2012,,31.6,REP,0,0,0.21951,1,0.41,TRUE,0,61553,33,100,75.1,0,0,0.82539724,0,1.2,0
805,5209,5211,"MCGOVERN, KATHERINE SAVERS",TX,32,DEM,2012,,40.7,REP,0.348848024,0,0.35336,0,0.41,TRUE,,62232,55,84.2,78.6,79196.09,78646.85,0,5210,5210,"SESSIONS, PETE",TX,32,REP,2012,,40.7,REP,0.626102515,1,0.35336,1,0.41,FALSE,,62232,55,100,78.6,1836551.52,1716842.95,0.348848024,0.626102515,1.2,1
806,5212,5229,"BRADLEY, CHARLES WAYNE",TX,33,REP,2012,,8.7,REP,0,0,0.32007,1,0.41,FALSE,,33411,23,63.79,76.98947,12983,12983,0,5228,5223,"VEASEY, MARC ALLISON",TX,33,DEM,2012,,8.7,REP,0,1,0.32007,0,0.41,TRUE,,33411,89,36.77,76.98947,1219901.76,1198195.07,0,0,1.2,1
807,5234,5241,"PUENTE BRADSHAW, JESSICA",TX,34,REP,2012,,13.6,REP,0,0,0.1099,0,0.41,FALSE,,33529,500,,76.98947,101589.14,81634.3,0,5240,5231,"VELA, FILEMON MR.",TX,34,DEM,2012,,13.6,REP,0,1,0.1099,1,0.41,TRUE,,33529,500,40.46,76.98947,876684.38,772097.93,0,0,1.2,1
808,5244,5248,"DOGGETT, LLOYD",TX,35,DEM,2012,,16.1,REP,0,1,0.2825,1,0.41,TRUE,,38944,500,73.25,76.98947,1744502.64,1977379.71,1,5246,5250,"NARVAIZ, SUSAN",TX,35,REP,2012,,16.1,REP,0,0,0.2825,0,0.41,FALSE,,38944,27,51.78,76.98947,182999.48,181597.02,0,0,1.2,0
809,5258,5263,"MARTIN, MAX OWEN",TX,36,DEM,2012,,18.2,REP,0,0,0.19755,1,0.41,TRUE,,53145,500,100,76.98947,2597.45,2701,0,5262,5262,"STOCKMAN, STEVE",TX,36,REP,2012,,18.2,REP,0,1,0.19755,1,0.41,FALSE,,53145,159,21.78,76.98947,365284.6,361604.47,0,0,1.2,1
810,5267,5268,"BISHOP, ROBERT",UT,1,REP,2012,,27.7,REP,0.691935005,1,0.10826,1,0.26,FALSE,0,57966,7,,75.89524,353367.37,403467.05,1,5270,5270,"MCALEER, DONNA",UT,1,DEM,2012,,27.7,REP,0.239253666,0,0.10826,0,0.26,TRUE,0,57966,64,66.63,75.89524,231493.21,229529.43,0.785,0.215,1.2,0
811,5284,5283,"SEEGMILLER, F JAY",UT,2,DEM,2012,0.709775967,29.3,REP,0.504873991,0,0.13764,1,0.26,TRUE,0,51018,500,,74.6,99418.65,95035.86,0,5286,5276,"STEWART, CHRIS",UT,2,REP,2012,0.709775967,29.3,REP,0.460601079,1,0.13764,1,0.26,FALSE,0,51018,109,,74.6,473092.58,434660.12,0.3925,0.6075,1.2,1
812,5291,5294,"CHAFFETZ, JASON",UT,3,REP,2012,,36.5,REP,0.723245991,1,0.08763,1,0.26,FALSE,,61943,3,,76.3,807594.7,830114.5,1,5294,5295,"SIMONSEN, SOREN DAHL",UT,3,DEM,2012,,36.5,REP,0.22941621,0,0.08763,1,0.26,TRUE,,61943,500,,76.3,30602,30781.68,0.75,0.25,1.2,0
813,5299,5299,"LOVE, MIA",UT,4,REP,2012,,26.4,REP,0,0,0.14293,0,0.26,FALSE,,58945,500,,76.58947,2505284.25,2370443.71,0,5300,5300,"MATHESON, JAMES D",UT,4,DEM,2012,,26.4,REP,0,1,0.14293,1,0.26,TRUE,,58945,5,,76.58947,2360398.97,2384427.1,0.54,0.46,1.2,1
814,5359,5361,"DONKA, MARK",VT,0,REP,2012,0.395474907,34.2,DEM,0.320569786,0,0.04913,1,,FALSE,0,52977,18,95.8,77.2,0,0,0,5362,5362,"WELCH, PETER",VT,0,DEM,2012,0.395474907,34.2,DEM,0,1,0.04913,1,,TRUE,0,52977,55,99.04,77.2,950025.79,669593.39,0.320569786,0,1.2,1
815,5306,5309,"COOK, ADAM",VA,1,DEM,2012,,33.8,REP,0.348338146,0,0.26245,1,0.46,TRUE,0,75494,36,#VALUE!,77,187846.74,187842.83,0,5308,5307,"WITTMAN, ROB",VA,1,REP,2012,,33.8,REP,0.639658004,1,0.26245,1,0.46,FALSE,0,75494,7,100,77,950387.37,764995.04,0.348338146,0.639658004,1.2,1
816,5309,5310,"HIRSCHBIEL, PAUL ODELL JR",VA,2,DEM,2012,,30.2,REP,0.424927013,0,0.33302,1,0.46,TRUE,0,56787,27,100,76.73333,2011392.39,2003888.41,0,5310,5311,"RIGELL, EDWARD SCOTT MR.",VA,2,REP,2012,,30.2,REP,0.531768247,1,0.33302,1,0.46,FALSE,0,56787,40,100,76.73333,2397768.28,2550870.2,0.424927013,0.531768247,1.2,1
817,5312,5315,"LONGO, DEAN JAY",VA,3,REP,2012,,21.4,REP,0.272114286,0,0.64152,1,0.46,FALSE,0,40022,177,100,81.5,31059.9,29290.46,0,5313,5313,"SCOTT, ROBERT C",VA,3,DEM,2012,,21.4,REP,0.70087767,1,0.64152,1,0.46,TRUE,0,40022,7,100,81.5,451466.32,436493.13,0.272114286,0.70087767,1.2,1
818,5316,5317,"FORBES, J RANDY",VA,4,REP,2012,,24,REP,0.624676066,1,0.38478,1,0.46,FALSE,0,60936,500,89.72,80.8,1077552.25,1240932.22,1,5318,5316,"WARD, ELLA P",VA,4,DEM,2012,,24,REP,0.375323934,0,0.38478,0,0.46,TRUE,0,60936,500,85.3,80.8,78991.62,77669.42,0.624676066,0.375323934,1.2,0
819,5319,5321,"DOUGLASS, JOHN WADE",VA,5,DEM,2012,0.377301853,24.2,REP,0.470248475,0,0.25296,1,0.46,TRUE,0,45288,6,#VALUE!,80.74737,1137903.75,1118272.05,0,5321,5320,"HURT, ROBERT",VA,5,REP,2012,0.377301853,24.2,REP,0.508519272,1,0.25296,1,0.46,FALSE,0,45288,7,100,80.74737,2051306.26,1980843.02,0.470248475,0.508519272,1.2,1
820,5323,5325,"GOODLATTE, ROBERT W",VA,6,REP,2012,,24.8,REP,0.775256165,1,0.15737,1,0.46,FALSE,4,46378,7,66.49,80.52381,1606587.55,1888067.43,1,5325,5324,"SCHMOOKLER, ANDY",VA,6,DEM,2012,,24.8,REP,0,0,0.15737,1,0.46,TRUE,4,46378,28,100,80.52381,167429.14,166535.14,0.775256165,0,1.2,0
821,5327,5328,"CANTOR, ERIC IVAN",VA,7,REP,2012,,39.1,REP,0.593199679,1,0.22711,1,0.46,FALSE,4,68910,14,79.45,80.1,7632717.43,7477917.43,1,5330,5329,"POWELL, ERNEST WAYNE",VA,7,DEM,2012,,39.1,REP,0.341715703,0,0.22711,1,0.46,TRUE,4,68910,158,#VALUE!,80.1,815546.24,800646.93,0.593199679,0.341715703,1.2,0
822,5333,5335,"MORAN, JAMES P JR",VA,8,DEM,2012,,59,REP,0.611828273,1,0.36061,1,0.46,TRUE,3,92918,5,74.19,80,1102046.82,1170284.75,1,5335,5334,"MURRAY, J PATRICK",VA,8,REP,2012,,59,REP,0.373943529,0,0.36061,1,0.46,FALSE,3,92918,500,100,80,229059,204779.68,0.611828273,0.373943529,1.2,0
823,5338,5339,"FLACCAVENTO, ANTHONY JUDE",VA,9,DEM,2012,,17.7,REP,0.464484795,0,0.08653,1,0.46,TRUE,4,37196,22,#VALUE!,81.4,450091.62,449435.56,0,5339,5340,"GRIFFITH, H MORGAN",VA,9,REP,2012,,17.7,REP,0.512586278,1,0.08653,0,0.46,FALSE,4,37196,500,100,81.4,1399362.81,1320305.58,0.464484795,0.512586278,1.2,1
824,5340,5342,"CABRAL, KRISTIN",VA,10,DEM,2012,,52.5,REP,0.348509795,0,0.26821,0,0.46,TRUE,0,108068,74,#VALUE!,81.2,291823.72,280021.19,0,5342,5341,"WOLF, FRANK R",VA,10,REP,2012,,52.5,REP,0.629375933,1,0.26821,1,0.46,FALSE,0,108068,65,100,81.2,1091197.21,1020032.15,0.348509795,0.629375933,1.2,1
825,5343,5345,"CONNOLLY, GERRY",VA,11,DEM,2012,,53,REP,0.492927296,1,0.40249,1,0.46,TRUE,,98815,500,100,81.3,2241573.23,1396232.09,1,5348,5350,"PERKINS, CHRISTOPHER S",VA,11,REP,2012,,53,REP,0.48859896,0,0.40249,1,0.46,FALSE,,98815,2,62.82,81.3,549440.76,531423.6,0.492927296,0.48859896,1.2,0
826,5367,5380,"DELBENE, SUZAN K",WA,1,DEM,2012,,39,DEM,0.576667034,0,0.18521,0,0.51,TRUE,0,77154,500,22.48,81.34667,4420725.62,4496798.71,1,5373,5375,"KOSTER, JOHN",WA,1,REP,2012,,39,DEM,0.423332966,0,0.18521,1,0.51,FALSE,0,77154,6,44.86,81.34667,1194379.94,1181899.68,0.515,0.485,1.2,0
827,5382,5383,"LARSEN, RICK",WA,2,DEM,2012,,28.4,DEM,0.510723345,1,0.19193,1,0.51,TRUE,0,57156,16,57.21,80.7,1356321.57,1225992.83,1,5383,5381,"MATTHEWS, DAN",WA,2,REP,2012,,28.4,DEM,0.489276655,0,0.19193,1,0.51,FALSE,0,57156,12,28.71,80.7,284860.42,279502.01,0.510723345,0.489276655,1.2,0
828,5386,5389,"HAUGEN, JON T",WA,3,DEM,2012,0.327091136,22.3,DEM,0.47028112,0,0.12861,1,0.51,TRUE,3,51248,97,37.64,79.8,13478,13480,0,5387,5390,"HERRERA BEUTLER, JAIME",WA,3,REP,2012,0.327091136,22.3,DEM,0.52971888,1,0.12861,1,0.51,FALSE,3,51248,500,,79.8,1658722.02,1623136.4,0.47028112,0.52971888,1.2,1
829,5390,5392,"BAECHLER, MARY",WA,4,DEM,2012,0.23857868,19.1,DEM,0.323579299,0,0.23809,0,0.51,TRUE,0,48473,15,26.48,79.2,34202.03,30357.25,0,5392,5395,"HASTINGS, DOC",WA,4,REP,2012,0.23857868,19.1,DEM,0.676420701,1,0.23809,1,0.51,FALSE,0,48473,500,59.32,79.2,1649564.36,1453308.11,0.323579299,0.676420701,1.2,1
830,5395,5399,"COWAN, RICH",WA,5,DEM,2012,0.455269608,27.7,DEM,0.363336578,0,0.11266,1,0.51,TRUE,4,44661,500,33.12,78.31905,369672.46,364221.03,0,5397,5398,"RODGERS, CATHY MCMORRIS",WA,5,REP,2012,0.455269608,27.7,DEM,0.636663422,1,0.11266,0,0.51,FALSE,4,44661,199,55.76,78.31905,1968862,1987459,0.363336578,0.636663422,1.2,1
831,5401,5402,"DRISCOLL, BILL",WA,6,REP,2012,0.495400951,27,DEM,0.419607678,0,0.18443,1,0.51,FALSE,0,52389,9,18.29,77.8,1826276.31,1827360.58,0,5403,5406,"KILMER, DEREK",WA,6,DEM,2012,0.495400951,27,DEM,0.580392322,0,0.18443,1,0.51,TRUE,0,52389,73,53.41,77.8,1873136.18,1706202.03,0.419607678,0.580392322,1.2,1
832,5408,5414,"BEMIS, RONALD S",WA,7,REP,2012,,54.8,DEM,0,0,0.23495,1,0.51,FALSE,3,65566,43,15.24,76.9,40956.12,40956.17,0,5410,5412,"MCDERMOTT, JAMES",WA,7,DEM,2012,,54.8,DEM,0.829733585,1,0.23495,1,0.51,TRUE,3,65566,5,70.91,76.9,611669.76,601201.89,0,0.829733585,1.2,1
833,5416,5420,"PORTERFIELD, KAREN",WA,8,DEM,2012,,30.9,DEM,0.479483795,0,0.19256,0,0.51,TRUE,4,69262,25,28.35,78.6,129980.68,103889.85,0,5417,5418,"REICHERT, DAVE",WA,8,REP,2012,,30.9,DEM,0.520516205,1,0.19256,1,0.51,FALSE,4,69262,4,50.62,78.6,1654833.25,1597769.57,0.479483795,0.520516205,1.2,1
834,5423,5421,"POSTMA, JAMES LEE",WA,9,REP,2012,,38.1,DEM,0.451479206,0,0.45333,1,0.51,FALSE,,61036,5,23.18,76.9,1818,6313.41,0,5424,5425,"SMITH, D ADAM",WA,9,DEM,2012,,38.1,DEM,0.548520794,1,0.45333,1,0.51,TRUE,,61036,500,61.16,76.9,1145880,924160.51,0.451479206,0.548520794,1.2,1
835,5429,5431,"HECK, DENNIS",WA,10,DEM,2012,,24.9,DEM,0,1,0.24071,1,0.51,TRUE,,55902,59,39.73,81.4,2053753.65,2018841.66,1,5430,5428,"MURI, RICHARD W",WA,10,REP,2012,,24.9,DEM,0,0,0.24071,1,0.51,FALSE,,55902,16,28.15,81.4,257424.51,256740.79,0,0,1.2,0
836,5456,5461,"MCKINLEY, DAVID B.",WV,1,REP,2012,0.576315311,19.5,DEM,0.504002668,1,0.05087,1,0.31,FALSE,4,38970,4,100,76.9,2136064.83,1251707.03,1,5460,5460,"THORN, SUSAN CAROL",WV,1,DEM,2012,0.576315311,19.5,DEM,0.495997332,0,0.05087,0,0.31,TRUE,4,38970,27,100,76.9,188441.15,165530.8,0.504002668,0.495997332,1.2,0
837,5462,5465,"CAPITO, SHELLEY MOORE MS.",WV,2,REP,2012,0.522984612,19.9,DEM,0.684570787,1,0.07632,1,0.31,FALSE,0,45561,168,82.93,77.33333,2449473.47,3001166.53,1,5466,5467,"SWINT, HOWARD",WV,2,DEM,2012,0.522984612,19.9,DEM,0.296907895,0,0.07632,1,0.31,TRUE,0,45561,188,48.27,77.33333,6924,10995.93,0.684570787,0.296907895,1.2,0
838,5469,5469,"RAHALL, NICK JOE II",WV,3,DEM,2012,0.550793745,14.3,DEM,0.560386473,1,0.06213,1,0.31,TRUE,,35783,51,100,74,1359430.49,1720828.35,1,5470,5471,"SNUFFER, RICHARD RAY MR.",WV,3,REP,2012,0.550793745,14.3,DEM,0.439613527,0,0.06213,1,0.31,FALSE,,35783,16,53.42,74,595147.39,595849.2,0.560386473,0.439613527,1.2,0
839,5432,5432,"RYAN, PAUL D.",WI,1,REP,2012,,25.9,REP,0.682443177,1,0.11305,1,0.49,FALSE,0,56421,27,99.58,72.95263,4994668.37,6651220.68,1,5433,5433,"ZERBAN, ROB",WI,1,DEM,2012,,25.9,REP,0.301195857,0,0.11305,1,0.49,TRUE,0,56421,7,99.83,72.95263,2265795.99,2244425.8,0.682443177,0.301195857,1.2,0
