"","Cand_Name","Cand_Office_St","Cand_Office_Dist","Cand_Party_Affiliation","Year","recent_presidential_vote","percent_bachelor_or_above","gov_party","Party_Previous_Vote_Share","Incumbent","minority_percentage","Gender","Presidential_Approval_Rating","Same_Party_As_President","seat_transition","Median_Income","name_commonness","Primary.Vote.Percent","labor_force","Raised","Spent"
"5174","BURCH, WILLIAM (BILL)PAUL","TX",25,"REP",2012,NA,33.6,"REP",0.448350568,0,0.16417,"1",0.41,FALSE,0,57180,9,"3.07","79.6",3102682.95,3035074.05
"5159","CAMPBELL, DONNA DR.","TX",25,"REP",2012,NA,33.6,"REP",0.448350568,0,0.16417,"0",0.41,FALSE,0,57180,64,"","79.6",3102682.95,3035074.05
"5162","COSTA, DIANNE SALVAGNO","TX",25,"REP",2012,NA,33.6,"REP",0.448350568,0,0.16417,"0",0.41,FALSE,0,57180,500,"9.37","79.6",3102682.95,3035074.05
"5169","DEWEY, ELIZABETH BETSY","TX",25,"LIB",2012,NA,33.6,"REP",0.023413845,0,0.16417,"0",0.41,FALSE,0,57180,12,"","79.6",NA,NA
"5165","DILLON, JAMES","TX",25,"REP",2012,NA,33.6,"REP",0.448350568,0,0.16417,"1",0.41,FALSE,0,57180,5,"2.29","79.6",3102682.95,3035074.05
"5170","GARRISON, DAVID HENRY","TX",25,"REP",2012,NA,33.6,"REP",0.448350568,0,0.16417,"1",0.41,FALSE,0,57180,4,"11.95","79.6",3102682.95,3035074.05
"5160","HENDERSON, ELAINE M.","TX",25,"DEM",2012,NA,33.6,"REP",0.528235586,0,0.16417,"0",0.41,TRUE,0,57180,500,"100.00","79.6",NA,NA
"5173","HEWLETT, JACK JUSTIN","TX",25,"REP",2012,NA,33.6,"REP",0.448350568,0,0.16417,"1",0.41,FALSE,0,57180,146,"12.03","79.6",3102682.95,3035074.05
"5166","HOLCOMB, CHARLIE","TX",25,"REP",2012,NA,33.6,"REP",0.448350568,0,0.16417,"1",0.41,FALSE,0,57180,23,"3.29","79.6",3102682.95,3035074.05
"5167","MATTHEWS, BRIAN","TX",25,"REP",2012,NA,33.6,"REP",0.448350568,0,0.16417,"1",0.41,FALSE,0,57180,8,"3.55","79.6",3102682.95,3035074.05
"5171","PRUYN, RALPH","TX",25,"REP",2012,NA,33.6,"REP",0.448350568,0,0.16417,"1",0.41,FALSE,0,57180,171,"","79.6",3102682.95,3035074.05
"5163","RIDDLE, WESLEY ALLEN","TX",25,"REP",2012,NA,33.6,"REP",0.448350568,0,0.16417,"1",0.41,FALSE,0,57180,121,"14.57","79.6",3102682.95,3035074.05
"5161","WILBANKS, CHAD","TX",25,"REP",2012,NA,33.6,"REP",0.448350568,0,0.16417,"1",0.41,FALSE,0,57180,30,"3.10","79.6",3102682.95,3035074.05
"5172","WILLIAMS, MICHAEL L","TX",25,"REP",2012,NA,33.6,"REP",0.448350568,1,0.16417,"1",0.41,FALSE,0,57180,1,"25.11","79.6",3102682.95,3035074.05
"5164","WILLIAMS, ROGER","TX",25,"REP",2012,NA,33.6,"REP",0.448350568,1,0.16417,"1",0.41,FALSE,0,57180,92,"25.11","79.6",3102682.95,3035074.05
"5177","BOLER, MARK","TX",26,"LIB",2012,NA,39.3,"REP",0.022512761,0,0.18767,"1",0.41,FALSE,3,75711,18,"","80.5",NA,NA
"5175","BURGESS, MICHAEL C. DR.","TX",26,"REP",2012,NA,39.3,"REP",0.670527792,1,0.18767,"1",0.41,FALSE,3,75711,1,"100.00","80.5",1054607.15,990101.27
"5176","DANIELS, TRACY RAYMOND","TX",26,"IND",2012,NA,39.3,"REP",0,0,0.18767,"1",0.41,FALSE,3,75711,24,"","80.5",NA,NA
"5178","SANCHEZ, DAVID","TX",26,"DEM",2012,NA,39.3,"REP",0.306959447,0,0.18767,"1",0.41,TRUE,3,75711,4,"100.00","80.5",11273.84,10226.01
"5187","BALDWIN, WILLAIM BRET","TX",27,"IND",2012,NA,18.2,"REP",0,0,0.16132,"1",0.41,FALSE,4,47830,500,"","79.2",NA,NA
"5188","BYRD, CORRIE","TX",27,"LIB",2012,NA,18.2,"REP",0.050394469,0,0.16132,"0",0.41,FALSE,4,47830,500,"","79.2",NA,NA
"5189","CHAMBLESS, DALLAS RAY","TX",27,"REP",2012,NA,18.2,"REP",0.478437884,0,0.16132,"1",0.41,FALSE,4,47830,500,"","79.2",1153105.4,1182936.31
"5183","DELEON, DONALD RAMON","TX",27,"IND",2012,NA,18.2,"REP",0,0,0.16132,"1",0.41,FALSE,4,47830,42,"","79.2",NA,NA
"5190","FARENTHOLD, RANDOLPH BLAKE","TX",27,"REP",2012,NA,18.2,"REP",0.478437884,1,0.16132,"1",0.41,FALSE,4,47830,500,"70.78","79.2",1153105.4,1182936.31
"5181","FAULK, WILLIAM A JR","TX",27,"REP",2012,NA,18.2,"REP",0.478437884,0,0.16132,"1",0.41,FALSE,4,47830,9,"","79.2",1153105.4,1182936.31
"5182","GRUNWALD, JOHN","TX",27,"REP",2012,NA,18.2,"REP",0.478437884,0,0.16132,"1",0.41,FALSE,4,47830,6,"8.21","79.2",1153105.4,1182936.31
"5191","HARRISON, ROSE MEZA","TX",27,"DEM",2012,NA,18.2,"REP",0.471167647,0,0.16132,"1",0.41,TRUE,4,47830,500,"30.70","79.2",399641.24,390919.06
"5186","JUNAID, MURPHY ALADE","TX",27,"DEM",2012,NA,18.2,"REP",0.471167647,0,0.16132,"1",0.41,TRUE,4,47830,500,"2.09","79.2",399641.24,390919.06
"5179","MCDONALD, RONNIE","TX",27,"DEM",2012,NA,18.2,"REP",0.471167647,0,0.16132,"1",0.41,TRUE,4,47830,147,"27.45","79.2",399641.24,390919.06
"5184","MIDDLEBROOK, DONALD ALFRED","TX",27,"REP",2012,NA,18.2,"REP",0.478437884,0,0.16132,"1",0.41,FALSE,4,47830,42,"9.27","79.2",1153105.4,1182936.31
"5185","ROBERTS, TREY","TX",27,"REP",2012,NA,18.2,"REP",0.478437884,0,0.16132,"1",0.41,FALSE,4,47830,500,"","79.2",1153105.4,1182936.31
"5180","TREVINO, JERRY J","TX",27,"DEM",2012,NA,18.2,"REP",0.471167647,0,0.16132,"1",0.41,TRUE,4,47830,63,"39.77","79.2",399641.24,390919.06
"5193","CARY, MICHAEL D","TX",28,"GRE",2012,NA,17,"REP",0,0,0.13806,"1",0.41,FALSE,0,42237,1,"","80.1",NA,NA
"5192","CUELLAR, HENRY R.","TX",28,"DEM",2012,NA,17,"REP",0.563481805,1,0.13806,"1",0.41,TRUE,0,42237,120,"100.00","80.1",1672433.49,1279635.52
"5195","HAYWARD, WILLIAM R","TX",28,"REP",2012,NA,17,"REP",0.419561588,0,0.13806,"1",0.41,FALSE,0,42237,9,"100.00","80.1",NA,NA
"5194","HISEL, PATRICK","TX",28,"LIB",2012,NA,17,"REP",0.016956608,0,0.13806,"1",0.41,FALSE,0,42237,37,"","80.1",NA,NA
"5198","GREEN, RAYMOND E. 'GENE'","TX",29,"DEM",2012,NA,8.3,"REP",0.646128338,1,0.29651,"1",0.41,TRUE,0,35951,61,"100.00","79",1012294.96,721458.54
"5197","SELVA, MARIA","TX",29,"GRE",2012,NA,8.3,"REP",0,0,0.29651,"0",0.41,FALSE,0,35951,35,"","79",NA,NA
"5196","STANCZAK, JAMES","TX",29,"LIB",2012,NA,8.3,"REP",0.012935413,0,0.29651,"1",0.41,FALSE,0,35951,5,"","79",NA,NA
"5203","CARAWAY, BARBARA LEN MALLORY","TX",30,"DEM",2012,NA,18.8,"REP",0.757356683,0,0.57449,"0",0.41,TRUE,0,40810,76,"17.99","79.42",779237.22,882303.45
"5200","CLAYTON, TAJ","TX",30,"DEM",2012,NA,18.8,"REP",0.757356683,0,0.57449,"1",0.41,TRUE,0,40810,500,"11.95","79.42",779237.22,882303.45
"5199","JOHNSON, EDDIE BERNICE","TX",30,"DEM",2012,NA,18.8,"REP",0.757356683,1,0.57449,"0",0.41,TRUE,0,40810,165,"83.06","79.42",779237.22,882303.45
"5202","RANKIN, ED","TX",30,"LIB",2012,NA,18.8,"REP",0.026215585,0,0.57449,"1",0.41,FALSE,0,40810,40,"","79.42",NA,NA
"5201","WASHINGTON, TRAVIS JR","TX",30,"REP",2012,NA,18.8,"REP",0.216427732,0,0.57449,"1",0.41,FALSE,0,40810,54,"100.00","79.42",9800,7705
"5204","CARTER, JOHN R. REP.","TX",31,"REP",2012,NA,31.6,"REP",0.82539724,1,0.21951,"1",0.41,FALSE,0,61553,6,"75.99","75.1",885683.63,757982.69
"5206","GAROFOLO, ETHAN","TX",31,"LIB",2012,NA,31.6,"REP",0.17460276,0,0.21951,"1",0.41,FALSE,0,61553,500,"","75.1",NA,NA
"5207","KLINGEMANN, ERIC","TX",31,"REP",2012,NA,31.6,"REP",0.82539724,0,0.21951,"1",0.41,FALSE,0,61553,14,"24.01","75.1",885683.63,757982.69
"5205","WYMAN, STEPHEN","TX",31,"DEM",2012,NA,31.6,"REP",0,0,0.21951,"1",0.41,TRUE,0,61553,33,"100.00","75.1",0,0
"5208","HOFHEINZ, WALTER W.","TX",32,"DEM",2012,NA,40.7,"REP",0.348848024,0,0.35336,"1",0.41,TRUE,NA,62232,105,"15.80","78.6",79196.09,78646.85
"5209","HOLLIST, SETH JEWEL","TX",32,"LIB",2012,NA,40.7,"REP",0.02504946,0,0.35336,"0",0.41,FALSE,NA,62232,160,"","78.6",NA,NA
"5211","MCGOVERN, KATHERINE SAVERS","TX",32,"DEM",2012,NA,40.7,"REP",0.348848024,0,0.35336,"0",0.41,TRUE,NA,62232,55,"84.20","78.6",79196.09,78646.85
"5210","SESSIONS, PETE","TX",32,"REP",2012,NA,40.7,"REP",0.626102515,1,0.35336,"1",0.41,FALSE,NA,62232,55,"100.00","78.6",1836551.52,1716842.95
"5213","ALAMEEL, DAVID DR.","TX",33,"DEM",2012,NA,8.7,"REP",0,0,0.32007,"1",0.41,TRUE,NA,33411,4,"10.94","76.98947",1219901.76,1198195.07
"5229","BRADLEY, CHARLES WAYNE","TX",33,"REP",2012,NA,8.7,"REP",0,0,0.32007,"1",0.41,FALSE,NA,33411,23,"63.79","76.98947",12983,12983
"5220","CASTANEDA, CHRYSTA","TX",33,"DEM",2012,NA,8.7,"REP",0,0,0.32007,"0",0.41,TRUE,NA,33411,500,"","76.98947",1219901.76,1198195.07
"5212","DE LAPAZ, DAVID WILLIAM","TX",33,"DEM",2012,NA,8.7,"REP",0,0,0.32007,"1",0.41,TRUE,NA,33411,500,"","76.98947",1219901.76,1198195.07
"5224","GARCIA, DOMINGO ALBERTO","TX",33,"DEM",2012,NA,8.7,"REP",0,0,0.32007,"1",0.41,TRUE,NA,33411,500,"24.99","76.98947",1219901.76,1198195.07
"5228","HICKS, ERIN KATHLEEN","TX",33,"DEM",2012,NA,8.7,"REP",0,0,0.32007,"0",0.41,TRUE,NA,33411,39,"12.57","76.98947",1219901.76,1198195.07
"5215","KING, CHARLES","TX",33,"REP",2012,NA,8.7,"REP",0,0,0.32007,"1",0.41,FALSE,NA,33411,23,"36.21","76.98947",12983,12983
"5226","LEE, AL","TX",33,"REP",2012,NA,8.7,"REP",0,0,0.32007,"1",0.41,FALSE,NA,33411,126,"","76.98947",12983,12983
"5222","LINDSAY, ED","TX",33,"GRE",2012,NA,8.7,"REP",0,0,0.32007,"1",0.41,FALSE,NA,33411,40,"","76.98947",NA,NA
"5227","MITCHELL, MONTE MARK","TX",33,"REP",2012,NA,8.7,"REP",0,0,0.32007,"1",0.41,FALSE,NA,33411,500,"","76.98947",12983,12983
"5217","MOLINA, J. R.","TX",33,"DEM",2012,NA,8.7,"REP",0,0,0.32007,"1",0.41,TRUE,NA,33411,500,"1.00","76.98947",1219901.76,1198195.07
"5219","QUINTANILLA, CARLOS JR","TX",33,"DEM",2012,NA,8.7,"REP",0,0,0.32007,"1",0.41,TRUE,NA,33411,76,"1.52","76.98947",1219901.76,1198195.07
"5218","ROBERTS, JASON ERIC","TX",33,"DEM",2012,NA,8.7,"REP",0,0,0.32007,"1",0.41,TRUE,NA,33411,3,"","76.98947",1219901.76,1198195.07
"5214","SALAZAR, STEVE","TX",33,"DEM",2012,NA,8.7,"REP",0,0,0.32007,"1",0.41,TRUE,NA,33411,159,"2.55","76.98947",1219901.76,1198195.07
"5225","STACY, JOHN WILLIAM","TX",33,"REP",2012,NA,8.7,"REP",0,0,0.32007,"1",0.41,FALSE,NA,33411,6,"","76.98947",12983,12983
"5216","TATUM, KYEV P., SR.","TX",33,"DEM",2012,NA,8.7,"REP",0,0,0.32007,"1",0.41,TRUE,NA,33411,500,"1.07","76.98947",1219901.76,1198195.07
"5221","VALDEZ, MANUEL T","TX",33,"DEM",2012,NA,8.7,"REP",0,0,0.32007,"1",0.41,TRUE,NA,33411,150,"4.69","76.98947",1219901.76,1198195.07
"5223","VEASEY, MARC ALLISON","TX",33,"DEM",2012,NA,8.7,"REP",0,1,0.32007,"0",0.41,TRUE,NA,33411,89,"36.77","76.98947",1219901.76,1198195.07
"5235","AYCOCK, ELMO M III","TX",34,"DEM",2012,NA,13.6,"REP",0,0,0.1099,"1",0.41,TRUE,NA,33529,500,"2.07","76.98947",876684.38,772097.93
"5240","GARZA, ADELA","TX",34,"REP",2012,NA,13.6,"REP",0,0,0.1099,"0",0.41,FALSE,NA,33529,500,"12.37","76.98947",101589.14,81634.3
"5230","GARZA, RAMIRO JR","TX",34,"DEM",2012,NA,13.6,"REP",0,0,0.1099,"1",0.41,TRUE,NA,33529,500,"12.37","76.98947",876684.38,772097.93
"5233","GUERRA, JUAN ANGEL","TX",34,"DEM",2012,NA,13.6,"REP",0,0,0.1099,"1",0.41,TRUE,NA,33529,68,"4.88","76.98947",876684.38,772097.93
"5234","HARING, PAUL B.","TX",34,"REP",2012,NA,13.6,"REP",0,0,0.1099,"1",0.41,FALSE,NA,33529,27,"29.10","76.98947",101589.14,81634.3
"5241","PUENTE BRADSHAW, JESSICA","TX",34,"REP",2012,NA,13.6,"REP",0,0,0.1099,"0",0.41,FALSE,NA,33529,500,"","76.98947",101589.14,81634.3
"5239","ROBERTS, MARVIN KIRBY","TX",34,"REP",2012,NA,13.6,"REP",0,0,0.1099,"1",0.41,FALSE,NA,33529,172,"","76.98947",101589.14,81634.3
"5238","SAENZ BLANCHARD, DENISE","TX",34,"DEM",2012,NA,13.6,"REP",0,0,0.1099,"0",0.41,TRUE,NA,33529,500,"","76.98947",876684.38,772097.93
"5232","SHANKLIN, STEVEN","TX",34,"LIB",2012,NA,13.6,"REP",0,0,0.1099,"1",0.41,FALSE,NA,33529,19,"","76.98947",NA,NA
"5236","TORRES, SALOMON","TX",34,"DEM",2012,NA,13.6,"REP",0,0,0.1099,"1",0.41,TRUE,NA,33529,500,"10.53","76.98947",876684.38,772097.93
"5242","TROIANI, ANTHONY P","TX",34,"DEM",2012,NA,13.6,"REP",0,0,0.1099,"1",0.41,TRUE,NA,33529,22,"8.07","76.98947",876684.38,772097.93
"5231","VELA, FILEMON MR.","TX",34,"DEM",2012,NA,13.6,"REP",0,1,0.1099,"1",0.41,TRUE,NA,33529,500,"40.46","76.98947",876684.38,772097.93
"5237","VILLALOBOS, ARMANDO","TX",34,"DEM",2012,NA,13.6,"REP",0,0,0.1099,"1",0.41,TRUE,NA,33529,500,"8.71","76.98947",876684.38,772097.93
"5252","ALVARADO, MARIA LUISA","TX",35,"DEM",2012,NA,16.1,"REP",0,0,0.2825,"0",0.41,TRUE,NA,38944,35,"5.56","76.98947",1744502.64,1977379.71
"5244","ALVARADO, SIMON","TX",35,"UNK",2012,NA,16.1,"REP",0,0,0.2825,"1",0.41,FALSE,NA,38944,500,"5.56","76.98947",NA,NA
"5248","DOGGETT, LLOYD","TX",35,"DEM",2012,NA,16.1,"REP",0,1,0.2825,"1",0.41,TRUE,NA,38944,500,"73.25","76.98947",1744502.64,1977379.71
"5247","LEONE, ROSS LYNN","TX",35,"LIB",2012,NA,16.1,"REP",0,0,0.2825,"0",0.41,FALSE,NA,38944,500,"","76.98947",NA,NA
"5250","NARVAIZ, SUSAN","TX",35,"REP",2012,NA,16.1,"REP",0,0,0.2825,"0",0.41,FALSE,NA,38944,27,"51.78","76.98947",182999.48,181597.02
"5246","OWEN, MEGHAN","TX",35,"GRE",2012,NA,16.1,"REP",0,0,0.2825,"0",0.41,FALSE,NA,38944,500,"","76.98947",NA,NA
"5245","ROARK , ROBBY (ROB)","TX",35,"REP",2012,NA,16.1,"REP",0,0,0.2825,"1",0.41,FALSE,NA,38944,500,"","76.98947",182999.48,181597.02
"5249","ROMO, SYLVIA S","TX",35,"DEM",2012,NA,16.1,"REP",0,0,0.2825,"0",0.41,TRUE,NA,38944,500,"21.19","76.98947",1744502.64,1977379.71
"5251","SHEARER, PATRICK","TX",35,"DEM",2012,NA,16.1,"REP",0,0,0.2825,"1",0.41,TRUE,NA,38944,37,"","76.98947",1744502.64,1977379.71
"5243","YOGGERST, ARTHUR JOHN II","TX",35,"REP",2012,NA,16.1,"REP",0,0,0.2825,"1",0.41,FALSE,NA,38944,127,"18.61","76.98947",182999.48,181597.02
"5257","CASEY, KEITH","TX",36,"REP",2012,NA,18.2,"REP",0,0,0.19755,"1",0.41,FALSE,NA,53145,45,"2.25","76.98947",365284.6,361604.47
"5260","COLE, MICHAEL K","TX",36,"LIB",2012,NA,18.2,"REP",0,0,0.19755,"1",0.41,FALSE,NA,53145,1,"","76.98947",NA,NA
"5256","DOYLE, JERRY L","TX",36,"REP",2012,NA,18.2,"REP",0,0,0.19755,"1",0.41,FALSE,NA,53145,63,"2.72","76.98947",365284.6,361604.47
"5253","ENGSTRAND, JIM","TX",36,"REP",2012,NA,18.2,"REP",0,0,0.19755,"1",0.41,FALSE,NA,53145,5,"9.40","76.98947",365284.6,361604.47
"5258","GRIFFIN, KY DOUGLAS","TX",36,"REP",2012,NA,18.2,"REP",0,0,0.19755,"1",0.41,FALSE,NA,53145,500,"7.39","76.98947",365284.6,361604.47
"5261","JACKSON, JAMES MICHAEL","TX",36,"REP",2012,NA,18.2,"REP",0,0,0.19755,"1",0.41,FALSE,NA,53145,5,"19.82","76.98947",365284.6,361604.47
"5263","MARTIN, MAX OWEN","TX",36,"DEM",2012,NA,18.2,"REP",0,0,0.19755,"1",0.41,TRUE,NA,53145,500,"100.00","76.98947",2597.45,2701
"5265","MEYER, CHARLES B 'CHUCK'","TX",36,"REP",2012,NA,18.2,"REP",0,0,0.19755,"1",0.41,FALSE,NA,53145,23,"3.96","76.98947",365284.6,361604.47
"5254","MORRELL, KIM","TX",36,"REP",2012,NA,18.2,"REP",0,0,0.19755,"0",0.41,FALSE,NA,53145,141,"3.55","76.98947",365284.6,361604.47
"5266","MYERS, LOIS DICKSON","TX",36,"REP",2012,NA,18.2,"REP",0,0,0.19755,"1",0.41,FALSE,NA,53145,500,"2.86","76.98947",365284.6,361604.47
"5262","STOCKMAN, STEVE","TX",36,"REP",2012,NA,18.2,"REP",0,1,0.19755,"1",0.41,FALSE,NA,53145,159,"21.78","76.98947",365284.6,361604.47
"5259","TAKACH, STEPHEN VINCENT","TX",36,"REP",2012,NA,18.2,"REP",0,0,0.19755,"1",0.41,FALSE,NA,53145,33,"22.43","76.98947",365284.6,361604.47
"5264","WHITTON, DANIEL KEITH","TX",36,"REP",2012,NA,18.2,"REP",0,0,0.19755,"1",0.41,FALSE,NA,53145,12,"2.04","76.98947",365284.6,361604.47
"5255","WINTILL, TIMOTHY M","TX",36,"REP",2012,NA,18.2,"REP",0,0,0.19755,"1",0.41,FALSE,NA,53145,21,"1.81","76.98947",365284.6,361604.47
"5267","MORENOFF, DAN","TX",NA,"REP",2012,NA,NA,"REP",0,0,NA,"1",0.41,FALSE,NA,NA,12,"","76.98947",NA,NA
"5268","BISHOP, ROBERT","UT",1,"REP",2012,NA,27.7,"REP",0.691935005,1,0.10826,"1",0.26,FALSE,0,57966,7,"","75.89524",353367.37,403467.05
"5273","COMBE, RYAN CHRISTOPHER","UT",1,"DEM",2012,NA,27.7,"REP",0.239253666,0,0.10826,"1",0.26,TRUE,0,57966,25,"33.37","75.89524",231493.21,229529.43
"5269","FABIANO, LEONARD JOE","UT",1,"REP",2012,NA,27.7,"REP",0.691935005,0,0.10826,"1",0.26,FALSE,0,57966,166,"","75.89524",353367.37,403467.05
"5270","MCALEER, DONNA","UT",1,"DEM",2012,NA,27.7,"REP",0.239253666,0,0.10826,"0",0.26,TRUE,0,57966,64,"66.63","75.89524",231493.21,229529.43
"5271","PHIPPS, SHERRY","UT",1,"CON",2012,NA,27.7,"REP",0,0,0.10826,"0",0.26,FALSE,0,57966,94,"","75.89524",NA,NA
"5272","SMITH, JACQUELINE BARLOW","UT",1,"REP",2012,NA,27.7,"REP",0.691935005,0,0.10826,"1",0.26,FALSE,0,57966,85,"","75.89524",353367.37,403467.05
"5279","ANDRADE, JOSEPH","UT",2,"IND",2012,0.709775967,29.3,"REP",0,0,0.13764,"1",0.26,FALSE,0,51018,11,"","74.6",NA,NA
"5277","BUCK, JASON","UT",2,"REP",2012,0.709775967,29.3,"REP",0.460601079,0,0.13764,"1",0.26,FALSE,0,51018,3,"","74.6",473092.58,434660.12
"5281","CLARK, DAVID","UT",2,"REP",2012,0.709775967,29.3,"REP",0.460601079,0,0.13764,"1",0.26,FALSE,0,51018,4,"","74.6",473092.58,434660.12
"5285","COLLINWOOD, DEAN","UT",2,"DEM",2012,0.709775967,29.3,"REP",0.504873991,0,0.13764,"1",0.26,TRUE,0,51018,177,"","74.6",99418.65,95035.86
"5289","EAGAR, CHERILYN B","UT",2,"REP",2012,0.709775967,29.3,"REP",0.460601079,0,0.13764,"0",0.26,FALSE,0,51018,500,"","74.6",473092.58,434660.12
"5290","FUEHR, BOB","UT",2,"REP",2012,0.709775967,29.3,"REP",0.460601079,0,0.13764,"1",0.26,FALSE,0,51018,7,"","74.6",473092.58,434660.12
"5286","GARRARD, JONATHAN D.","UT",2,"CON",2012,0.709775967,29.3,"REP",0,0,0.13764,"1",0.26,FALSE,0,51018,32,"","74.6",NA,NA
"5288","HANKS, MILTON RAY","UT",2,"REP",2012,0.709775967,29.3,"REP",0.460601079,0,0.13764,"1",0.26,FALSE,0,51018,500,"","74.6",473092.58,434660.12
"5284","KIMBALL, CHARLES E.","UT",2,"IND",2012,0.709775967,29.3,"REP",0,0,0.13764,"1",0.26,FALSE,0,51018,23,"","74.6",NA,NA
"5278","MAYERHOFER, EDWARD","UT",2,"REP",2012,0.709775967,29.3,"REP",0.460601079,0,0.13764,"1",0.26,FALSE,0,51018,40,"","74.6",473092.58,434660.12
"5275","MCELHANEY, JERAMEY MICHAEL","UT",2,"REP",2012,0.709775967,29.3,"REP",0.460601079,0,0.13764,"1",0.26,FALSE,0,51018,500,"","74.6",473092.58,434660.12
"5283","SEEGMILLER, F JAY","UT",2,"DEM",2012,0.709775967,29.3,"REP",0.504873991,0,0.13764,"1",0.26,TRUE,0,51018,500,"","74.6",99418.65,95035.86
"5287","SMALL, MICHAEL","UT",2,"DEM",2012,0.709775967,29.3,"REP",0.504873991,0,0.13764,"1",0.26,TRUE,0,51018,1,"","74.6",99418.65,95035.86
"5276","STEWART, CHRIS","UT",2,"REP",2012,0.709775967,29.3,"REP",0.460601079,1,0.13764,"1",0.26,FALSE,0,51018,109,"","74.6",473092.58,434660.12
"5282","WALLACK, HOWARD","UT",2,"REP",2012,0.709775967,29.3,"REP",0.460601079,0,0.13764,"1",0.26,FALSE,0,51018,188,"","74.6",473092.58,434660.12
"5280","WILLIAMS, JOHN CHARLES","UT",2,"REP",2012,0.709775967,29.3,"REP",0.460601079,0,0.13764,"1",0.26,FALSE,0,51018,6,"","74.6",473092.58,434660.12
"5274","WILLOUGHBY, JOHN W","UT",2,"REP",2012,0.709775967,29.3,"REP",0.460601079,0,0.13764,"1",0.26,FALSE,0,51018,6,"","74.6",473092.58,434660.12
"5296","BRADBURN, KURT","UT",3,"REP",2012,NA,36.5,"REP",0.723245991,0,0.08763,"1",0.26,FALSE,NA,61943,180,"","76.3",807594.7,830114.5
"5294","CHAFFETZ, JASON","UT",3,"REP",2012,NA,36.5,"REP",0.723245991,1,0.08763,"1",0.26,FALSE,NA,61943,3,"","76.3",807594.7,830114.5
"5292","CLARK, RICHARD","UT",3,"DEM",2012,NA,36.5,"REP",0.22941621,0,0.08763,"1",0.26,TRUE,NA,61943,16,"","76.3",30602,30781.68
"5293","JENKINS, BRIAN E","UT",3,"REP",2012,NA,36.5,"REP",0.723245991,0,0.08763,"1",0.26,FALSE,NA,61943,8,"","76.3",807594.7,830114.5
"5295","SIMONSEN, SOREN DAHL","UT",3,"DEM",2012,NA,36.5,"REP",0.22941621,0,0.08763,"1",0.26,TRUE,NA,61943,500,"","76.3",30602,30781.68
"5291","WARDLE, LYNN DENNIS","UT",3,"REP",2012,NA,36.5,"REP",0.723245991,0,0.08763,"1",0.26,FALSE,NA,61943,164,"","76.3",807594.7,830114.5
"5305","COBB, JAMES JAY FRANCIS","UT",4,"REP",2012,NA,26.4,"REP",0,0,0.14293,"1",0.26,FALSE,NA,58945,5,"","76.58947",2505284.25,2370443.71
"5301","GRAY, KENNETH L","UT",4,"REP",2012,NA,26.4,"REP",0,0,0.14293,"1",0.26,FALSE,NA,58945,31,"","76.58947",2505284.25,2370443.71
"5298","LARSEN, KEN","UT",4,"LIB",2012,NA,26.4,"REP",0,0,0.14293,"1",0.26,FALSE,NA,58945,31,"","76.58947",NA,NA
"5299","LOVE, MIA","UT",4,"REP",2012,NA,26.4,"REP",0,0,0.14293,"0",0.26,FALSE,NA,58945,500,"","76.58947",2505284.25,2370443.71
"5300","MATHESON, JAMES D","UT",4,"DEM",2012,NA,26.4,"REP",0,1,0.14293,"1",0.26,TRUE,NA,58945,5,"","76.58947",2360398.97,2384427.1
"5302","NELSON, TORIN S.","UT",4,"OTH",2012,NA,26.4,"REP",0,0,0.14293,"1",0.26,FALSE,NA,58945,500,"","76.58947",NA,NA
"5303","SANDSTROM, STEPHEN","UT",4,"REP",2012,NA,26.4,"REP",0,0,0.14293,"1",0.26,FALSE,NA,58945,33,"","76.58947",2505284.25,2370443.71
"5297","VEIN, JIM L.","UT",4,"LIB",2012,NA,26.4,"REP",0,0,0.14293,"1",0.26,FALSE,NA,58945,5,"","76.58947",NA,NA
"5304","WIMMER, CARL","UT",4,"REP",2012,NA,26.4,"REP",0,0,0.14293,"1",0.26,FALSE,NA,58945,91,"","76.58947",2505284.25,2370443.71
"5306","GLEAN, JOSEPH A","VA",0,"NNE",2012,NA,NA,"REP",0,0,NA,"1",0.46,FALSE,4,NA,11,"","76.4",NA,NA
"5309","COOK, ADAM","VA",1,"DEM",2012,NA,33.8,"REP",0.348338146,0,0.26245,"1",0.46,TRUE,0,75494,36,"#VALUE!","77",187846.74,187842.83
"5308","PARKER, G. GAIL","VA",1,"OTH",2012,NA,33.8,"REP",0,0,0.26245,"0",0.46,FALSE,0,75494,500,"","77",NA,NA
"5307","WITTMAN, ROB","VA",1,"REP",2012,NA,33.8,"REP",0.639658004,1,0.26245,"1",0.46,FALSE,0,75494,7,"100.00","77",950387.37,764995.04
"5310","HIRSCHBIEL, PAUL ODELL JR","VA",2,"DEM",2012,NA,30.2,"REP",0.424927013,0,0.33302,"1",0.46,TRUE,0,56787,27,"100.00","76.73333",2011392.39,2003888.41
"5311","RIGELL, EDWARD SCOTT MR.","VA",2,"REP",2012,NA,30.2,"REP",0.531768247,1,0.33302,"1",0.46,FALSE,0,56787,40,"100.00","76.73333",2397768.28,2550870.2
"5314","DRAPER, XAVIAN LEIGH","VA",3,"LIB",2012,NA,21.4,"REP",0,0,0.64152,"0",0.46,FALSE,0,40022,500,"","81.5",NA,NA
