filler,filler,filler,filler,state,district,partyLEFT,filler,filler,filler,filler,Party_Previous_Vote_ShareLEFT,IncumbentLEFT,filler,filler,filler,filler,filler,filler,filler,filler,filler,RaisedLEFT,SpentLEFT,filler,filler,filler,candidateRIGHT,filler,filler,partyRIGHT,filler,filler,filler,filler,Party_Previous_Vote_ShareRIGHT,IncumbentRIGHT,filler,filler,filler,filler,filler,filler,filler,filler,filler,RaisedRIGHT,SpentRIGHT,PollingLEFT,PollingRIGHT,Wave,won
1789,11137,11138,"BENNETT, DOUGLAS R 1963",IL,10,REP,2018,0.760003751,43.7,REP,0.47521038,0,0.30707,1,0.37,TRUE,4,80229,50,35.6,64.9,251250,207912.45,0,11139,11139,"SCHNEIDER, BRADLEY SCOTT",IL,10,DEM,2018,0.760003751,43.7,REP,0.52478962,1,0.30707,1,0.37,FALSE,4,80229,57,100,64.9,4003872.2,2472025.28,0.47521038,0.52478962,7.3,0
1790,11142,11143,"FOSTER, G. WILLIAM (BILL)",IL,11,DEM,2018,0.71148254,34.8,REP,0.598505814,1,0.34444,1,0.37,FALSE,0,75446,500,100,64.4,2295388.01,1373099.41,0,11143,11145,"STELLA, DOMINICK J. M.D.",IL,11,REP,2018,0.71148254,34.8,REP,0.401494186,0,0.34444,1,0.37,TRUE,0,75446,500,79.4,64.4,264935.01,146601.13,0.598505814,0.401494186,7.3,0
1791,11147,11150,"BOST, MICHAEL",IL,12,REP,2018,0.416049425,22.1,REP,0.542935515,1,0.22525,1,0.37,TRUE,0,48570,1,83.5,63.7,2450841.23,1759882.71,0,11149,11151,"KELLY, BRENDAN",IL,12,DEM,2018,0.416049425,22.1,REP,0.397029195,0,0.22525,1,0.37,FALSE,0,48570,500,80.9,63.7,2877041.62,2672599.55,0.530533333,0.469466667,7.3,0
1792,11155,11156,"DAVIS, RODNEY L",IL,13,REP,2018,0.441248153,30,REP,0.597304963,1,0.18922,1,0.37,TRUE,0,51129,74,100,64.8,3069846.18,2207359.26,0,11159,11157,"LONDRIGAN, BETSY DIRKSEN",IL,13,DEM,2018,0.441248153,30,REP,0.402695037,0,0.18922,0,0.37,FALSE,0,51129,500,45.7,64.8,3010840.99,1889258.82,0.509933333,0.490066667,7.3,0
1793,11164,11167,"HULTGREN, RANDY",IL,14,REP,2018,0.555987548,39.6,REP,0.595689749,1,0.13386,1,0.37,TRUE,0,92461,77,100,64.2,1885884.37,961366.69,0,11167,11165,"UNDERWOOD, LAUREN A",IL,14,DEM,2018,0.555987548,39.6,REP,0.404310251,0,0.13386,0,0.37,FALSE,0,92461,137,57.4,64.2,3183659.96,1493209.89,0.488983333,0.511016667,7.3,0
1794,11170,11171,"GAITHER, KEVIN",IL,15,DEM,2018,0.353923728,18.9,REP,0,0,0.07435,1,0.37,FALSE,0,52527,13,62.1,64.7,43518.72,39715.34,0,11172,11173,"SHIMKUS, JOHN M",IL,15,REP,2018,0.353923728,18.9,REP,1,1,0.07435,1,0.37,TRUE,0,52527,6,100,64.7,1782034.86,1501672.32,0,1,7.3,0
1795,11176,11175,"DADY, SARA",IL,16,DEM,2018,0.478882641,21.8,REP,0,0,0.09987,0,0.37,FALSE,0,60326,50,40.6,64.51333,309796.65,313288.22,0,11179,11179,"KINZINGER, ADAM",IL,16,REP,2018,0.478882641,21.8,REP,1,1,0.09987,1,0.37,TRUE,0,60326,36,68,64.51333,1671492.52,1666682.96,0.43,0.57,7.3,0
1796,11186,11189,"BUSTOS, CHERI",IL,17,DEM,2018,0.464923235,18.3,REP,0.601457622,1,0.17572,0,0.37,FALSE,0,48036,500,100,66.1,3413719.13,2694959.62,0,11187,11188,"FAWELL, WILLIAM W",IL,17,REP,2018,0.464923235,18.3,REP,0.398542378,0,0.17572,1,0.37,TRUE,0,48036,9,100,66.1,24072,21427,0.601457622,0.398542378,7.3,0
1797,11191,11192,"LAHOOD, DARIN MCKAY",IL,18,REP,2018,0.405738112,31.7,REP,0.722040285,1,0.094,1,0.37,TRUE,,65048,500,78.9,65,2529337.44,2207878.57,0,11194,11193,"RODRIGUEZ, JUNIUS",IL,18,DEM,2018,0.405738112,31.7,REP,0.277959715,0,0.094,1,0.37,FALSE,,65048,500,41.7,65,58569.95,59963,0.722040285,0.277959715,7.3,0
1798,11200,11201,"LEYVA, MARK J",IN,1,REP,2018,0.55408011,21.8,REP,0,0,0.30281,1,0.5,TRUE,0,56293,18,27,79.3,0,0,0,11203,11196,"VISCLOSKY, PETER J.",IN,1,DEM,2018,0.55408011,21.8,REP,0.815149346,1,0.30281,1,0.5,FALSE,0,56293,55,80.5,79.3,1028409.74,776326.6,0,0.815149346,7.3,0
1799,11207,11211,"HALL, MEL",IN,2,DEM,2018,0.379473881,21,REP,0.369160396,0,0.1359,0,0.5,FALSE,4,53440,500,41.7,79.2,3013274.13,2347900.03,0,11212,11212,"WALORSKI SWIHART, JACKIE",IN,2,REP,2018,0.379473881,21,REP,0.592621987,0,0.1359,0,0.5,TRUE,4,53440,500,78.6,79.2,2565239.28,1841696.01,0.369160396,0.592621987,7.3,0
1800,11213,11218,"BANKS, JAMES E",IN,3,REP,2018,0.311214767,22.3,REP,0.701330749,1,0.12491,1,0.5,TRUE,4,53197,5,100,79.6,903042.02,806677.43,0,11217,11214,"TRITCH, COURTNEY",IN,3,DEM,2018,0.311214767,22.3,REP,0.229719839,0,0.12491,0,0.5,FALSE,4,53197,128,79.1,79.6,745518.5,429124.08,0.605,0.395,7.3,0
1801,11218,11228,"BAIRD, JAMES R PHD",IN,4,REP,2018,0.315201958,24.7,REP,0.645999271,0,0.11256,1,0.5,TRUE,0,56721,5,36.6,79.8,494439.82,325369.15,0,11220,11234,"BECK, TOBI",IN,4,DEM,2018,0.315201958,24.7,REP,0.30467306,0,0.11256,0,0.5,FALSE,0,56721,500,34.6,79.8,111399.37,83867.27,0.645999271,0.30467306,7.3,0
1802,11234,11235,"BROOKS, SUSAN MRS.",IN,5,REP,2018,0.500504539,43.6,REP,0.614533112,1,0.16304,0,0.5,TRUE,0,71573,27,100,80.2,1286033.96,1109612.57,0,11244,11245,"THORNTON, DIERDRE",IN,5,DEM,2018,0.500504539,43.6,REP,0.343006373,0,0.16304,0,0.5,FALSE,0,71573,500,53,80.2,175214.86,78839.46,0.53,0.47,7.3,0
1803,11251,11258,"LAKE, JEANNINE LEE",IN,6,DEM,2018,0.288093905,19.8,REP,0.266925237,0,0.06856,0,0.5,FALSE,4,52636,500,38.3,80,45359.27,33223.53,0,11256,11255,"PENCE, GREGORY J.",IN,6,REP,2018,0.288093905,19.8,REP,0.691470545,0,0.06856,1,0.5,TRUE,4,52636,29,65.3,80,2273508.41,1919168.63,0.266925237,0.691470545,7.3,0
1804,11262,11269,"CARSON, ANDRE",IN,7,DEM,2018,0.620284112,22.3,REP,0.599708098,1,0.38832,1,0.5,FALSE,4,42630,133,87.9,80,857567.22,724354.55,0,11267,11268,"HARMON, WAYNE E",IN,7,REP,2018,0.620284112,22.3,REP,0.356922472,0,0.38832,1,0.5,TRUE,4,42630,112,28.8,80,606,346,0.599708098,0.356922472,7.3,0
1805,11273,11275,"BUCSHON, LARRY D.",IN,8,REP,2018,0.323344543,19.9,REP,0.637276653,1,0.08394,1,0.5,TRUE,4,50666,58,59.7,81.4,875943.05,888972.81,0,11277,11277,"TANOOS, WILLIAM",IN,8,DEM,2018,0.323344543,19.9,REP,0.316414624,0,0.08394,1,0.5,FALSE,4,50666,9,100,81.4,214526.9,187652.97,0.637276653,0.316414624,7.3,0
1806,11282,11284,"HOLLINGSWORTH, TREY",IN,9,REP,2018,0.353469062,25.2,REP,0.541440676,1,0.08709,1,0.5,TRUE,,54504,500,77.7,81,1351581.66,761055.66,0,11285,11286,"WATSON, LIZ",IN,9,DEM,2018,0.353469062,25.2,REP,0.404578899,0,0.08709,0,0.5,FALSE,,54504,500,66.4,81,1915194.44,1420562.09,0.535,0.465,7.3,0
1807,11021,11022,"BLUM, RODNEY",IA,1,REP,2018,0.481093897,25.5,REP,0.538965824,1,0.08967,1,0.44,TRUE,4,57295,74,100,81.27619,2333788.98,1109725.05,0,11022,11023,"FINKENAUER, ABBY",IA,1,DEM,2018,0.481093897,25.5,REP,0.461034176,0,0.08967,0,0.44,FALSE,4,57295,500,67,81.27619,3540164.33,2902330.66,0.47165,0.52835,7.3,0
1808,11027,11028,"LOEBSACK, DAVID WAYNE",IA,2,DEM,2018,0.478179069,27.6,REP,0.537022406,1,0.10462,1,0.44,FALSE,0,54758,4,100,81.6,1898184.39,1180377.16,0,11028,11029,"PETERS, CHRISTOPHER",IA,2,REP,2018,0.478179069,27.6,REP,0.462977594,0,0.10462,1,0.44,TRUE,0,54758,2,100,81.6,642118.32,523347.32,0.544833333,0.455166667,7.3,0
1809,11030,11031,"AXNE, CINDY",IA,3,DEM,2018,0.481146662,32,REP,0.397659977,0,0.12294,0,0.44,FALSE,4,65023,102,58,81.4,3588066.28,2357372.53,0,11042,11036,"YOUNG, DAVID",IA,3,REP,2018,0.481146662,32,REP,0.535070794,1,0.12294,1,0.44,TRUE,4,65023,4,100,81.4,2313876.44,1242961.8,0.507016667,0.492983333,7.3,0
1810,11048,11045,"KING, STEVE MR.",IA,4,REP,2018,0.355243566,23.3,REP,0.613934649,1,0.08056,1,0.44,TRUE,,55496,159,74.8,80.5,671817.93,637859.99,0,11052,11044,"SCHOLTEN, JAMES D.",IA,4,DEM,2018,0.355243566,23.3,REP,0.386065351,0,0.08056,1,0.44,FALSE,,55496,5,51.3,80.5,1434486.17,812478.59,0.53155,0.46845,7.3,0
1811,11287,11287,"LAPOLICE, ALAN",KS,1,DEM,2018,0.259468554,23.9,REP,0,0,0.10281,1,0.5,FALSE,4,49380,110,100,80.3,199485.25,77075.81,0,11288,11288,"MARSHALL, ROGER W",KS,1,REP,2018,0.259468554,23.9,REP,0.662391696,1,0.10281,1,0.5,TRUE,4,49380,92,78.7,80.3,1188778.4,455823.94,0.411833333,0.588166667,7.3,0
1812,11291,11301,"DAVIS, PAUL T.",KS,2,DEM,2018,0.397699307,27.7,REP,0.324826871,0,0.12737,1,0.5,FALSE,1,53483,27,100,80.00667,2946968.74,1684412.64,0,11302,11295,"WATKINS, STEVE",KS,2,REP,2018,0.397699307,27.7,REP,0.610936684,0,0.12737,1,0.5,TRUE,1,53483,159,26.5,80.00667,890749.03,739255.64,0.510616667,0.489383333,7.3,0
1813,11304,11312,"DAVIDS, SHARICE",KS,3,DEM,2018,0.501054117,45.6,REP,0.40612942,0,0.19462,0,0.5,FALSE,4,74120,500,37.3,81.4,3125456,2083810.33,0,11315,11310,"YODER, KEVIN",KS,3,REP,2018,0.501054117,45.6,REP,0.513418202,1,0.19462,1,0.5,TRUE,4,74120,13,,81.4,3750141.4,2896437.67,0.548533333,0.451466667,7.3,0
1814,11319,11323,"ESTES, RON",KS,4,REP,2018,0.352892642,28.2,REP,0.60971023,1,0.18983,1,0.5,TRUE,,53657,43,81.4,80.5,1618458.96,1044356.64,0,11325,11319,"THOMPSON, JAMES A MR.",KS,4,DEM,2018,0.352892642,28.2,REP,0.294105356,0,0.18983,1,0.5,FALSE,,53657,5,65.3,80.5,1330220.5,1181465.93,0.595333333,0.404666667,7.3,0
1815,11327,11331,"COMER, JAMES",KY,1,REP,2018,0.24849938,15.9,REP,0.726417716,1,0.11125,1,0.56,TRUE,0,41930,5,100,76.15714,677241.95,266617.88,0,11331,11332,"WALKER, PAUL",KY,1,DEM,2018,0.24849938,15.9,REP,0.273582284,0,0.11125,1,0.56,FALSE,0,41930,27,74.6,76.15714,45155.84,29183,0.726417716,0.273582284,7.3,0
1816,11332,11336,"GUTHRIE, S. BRETT HON.",KY,2,REP,2018,0.288996164,19.5,REP,1,1,0.10844,1,0.56,TRUE,0,50289,500,100,74.5,1805232.14,1247290.37,0,11333,11334,"LINDERMAN, HANK",KY,2,DEM,2018,0.288996164,19.5,REP,0,0,0.10844,1,0.56,FALSE,0,50289,500,30,74.5,151727.64,127939.51,1,0,7.3,0
1817,11338,11341,"GLISSON, VICKIE YATES BROWN",KY,3,REP,2018,0.570333887,31,REP,0.365007041,0,0.28978,0,0.56,TRUE,0,53677,500,49.1,74,675823.26,267405.17,0,11340,11340,"YARMUTH, JOHN A",KY,3,DEM,2018,0.570333887,31,REP,0.634992959,1,0.28978,1,0.56,FALSE,0,53677,6,100,74,715833.26,592557.01,0.365007041,0.634992959,7.3,0
1818,11342,11348,"HALL, SETH BLANE 1962",KY,4,DEM,2018,0.442237007,26.6,REP,0.286792729,0,0.08354,1,0.56,FALSE,0,62095,160,40.8,74.2,48972.67,21317.53,0,11344,11344,"MASSIE, THOMAS H.",KY,4,REP,2018,0.442237007,26.6,REP,0.713207271,1,0.08354,1,0.56,TRUE,0,62095,20,100,74.2,305984.14,265062.97,0.286792729,0.713207271,7.3,0
1819,11348,11351,"ROGERS, HAROLD DALLAS",KY,5,REP,2018,0.187950213,12.5,REP,1,1,0.03473,1,0.56,TRUE,4,31731,152,84.2,74.1,779161.99,803435.17,0,11350,11350,"STEPP, KENNETH STEPHENSON",KY,5,DEM,2018,0.187950213,12.5,REP,0,0,0.03473,1,0.56,FALSE,4,31731,31,58.7,74.1,1466,901,1,0,7.3,0
1820,11352,11357,"BARR, GARLAND ANDY",KY,6,REP,2018,0.413200506,30.3,REP,0.610889943,1,0.14895,1,0.56,TRUE,,52156,500,83.8,74.7,4356576.11,3535401.11,0,11357,11359,"MCGRATH, AMY",KY,6,DEM,2018,0.413200506,30.3,REP,0.389110057,0,0.14895,0,0.56,FALSE,,52156,2,48.7,74.7,6656392.79,4905564.43,0.518783333,0.481216667,7.3,0
1821,11362,11364,"FRANCIS, JIM",LA,1,DEM,2018,0.458288677,29.1,DEM,0.195141738,0,0.2306,1,0.58,FALSE,4,58199,5,,75.06667,0,0,0,11365,11362,"SCALISE, STEVE MR",LA,1,REP,2018,0.458288677,29.1,DEM,0.745652973,1,0.2306,1,0.58,TRUE,4,58199,159,,75.06667,7579091.87,6321567.15,0.195141738,0.745652973,7.3,0
1822,11367,11369,"RICHMOND, CEDRIC L.",LA,2,DEM,2018,0.556966003,22.5,DEM,1,1,0.69194,1,0.58,FALSE,0,37340,500,,76.4,1431515.57,953093.46,0,11369,11367,"SCHMIDT, JESSE",LA,2,NPA,2018,0.556966003,22.5,DEM,0,0,0.69194,1,0.58,FALSE,0,37340,66,,76.4,,,1,0,7.3,0
1823,11372,11374,"GUILLORY, JOSHUA S",LA,3,REP,2018,0.317554508,20.2,DEM,0.807019846,0,0.29951,1,0.58,TRUE,0,47741,24,,75.5,273369,223679.91,0,11373,11373,"HIGGINS, CLAY CAPTAIN",LA,3,REP,2018,0.317554508,20.2,DEM,0.807019846,1,0.29951,1,0.58,TRUE,0,47741,500,,75.5,273369,223679.91,0.23,0.77,7.3,0
1824,11379,11380,"JOHNSON, JAMES MICHAEL",LA,4,REP,2018,0.38131307,19.6,DEM,0.698483937,1,0.39366,1,0.58,TRUE,0,37102,5,,75.79474,1099195.1,677261.97,0,11380,11381,"TRUNDLE, RYAN",LA,4,DEM,2018,0.38131307,19.6,DEM,0.281797448,0,0.39366,1,0.58,FALSE,0,37102,25,,75.79474,18204.86,13617.05,0.698483937,0.281797448,7.3,0
1825,11381,11382,"ABRAHAM, RALPH LEE DR. JR.",LA,5,REP,2018,0.35294227,17.2,DEM,1,1,0.39145,1,0.58,TRUE,4,37415,171,,75.76667,781255.1,512040.81,0,11382,11383,"FLEENOR, JESSEE CARLTON",LA,5,DEM,2018,0.35294227,17.2,DEM,0,0,0.39145,1,0.58,FALSE,4,37415,500,,75.76667,12415.12,7643.96,1,0,7.3,0
1826,11384,11386,"DEWITT, JUSTIN",LA,6,DEM,2018,0.401088877,28.5,DEM,0.23914843,0,0.29248,1,0.58,FALSE,,62374,38,,75.5,8986.7,6950.72,0,11385,11385,"GRAVES, GARRET",LA,6,REP,2018,0.401088877,28.5,DEM,0.72818508,1,0.29248,1,0.58,TRUE,,62374,500,,75.5,2200613.86,795555.24,0.23914843,0.72818508,7.3,0
1827,11519,11521,"HOLBROOK, MARK IRVING DR",ME,1,REP,2018,0.568406115,35.9,REP,0.42120182,0,0.05817,1,0.42,TRUE,0,64599,18,100,75.3,84275.22,32506.04,0,11520,11520,"PINGREE, CHELLIE M",ME,1,DEM,2018,0.568406115,35.9,REP,0.57879818,1,0.05817,0,0.42,FALSE,0,64599,500,100,75.3,665878.86,864556.91,0.377,0.623,7.3,0
1828,11526,11528,"GOLDEN, JARED",ME,2,DEM,2018,0.45089527,22.5,REP,0.450844931,0,0.05294,1,0.42,FALSE,,48603,113,48.7,76.4,3893921.65,3256131.21,0,11530,11529,"POLIQUIN, BRUCE L",ME,2,REP,2018,0.45089527,22.5,REP,0.549155069,1,0.05294,1,0.42,TRUE,,48603,132,100,76.4,3628490.37,1577747.36,0.506566667,0.493433333,7.3,0
1829,11443,11449,"COLVIN, JESSE",MD,1,DEM,2018,0.474070345,30.5,REP,0.280304509,0,0.17933,1,0.35,FALSE,4,73206,66,38.2,76.80667,1575031.29,824154.02,0,11446,11445,"HARRIS, ANDREW P",MD,1,REP,2018,0.474070345,30.5,REP,0.677677616,1,0.17933,1,0.35,TRUE,4,73206,28,85.8,76.80667,1454988.46,889954.84,0.280304509,0.677677616,7.3,0
1830,11453,11458,"MATORY, LIZ",MD,2,REP,2018,0.623371644,30.7,REP,0.332543789,0,0.47561,0,0.35,TRUE,0,68204,500,42,80.5,28919.42,25570.56,0,11457,11453,"RUPPERSBERGER, C.A. DUTCH",MD,2,DEM,2018,0.623371644,30.7,REP,0.622213877,1,0.47561,1,0.35,FALSE,0,68204,500,78.2,80.5,911682.85,825105.01,0.332543789,0.622213877,7.3,0
1831,11463,11467,"LASHAR, JAMES DAVID",MD,3,LIB,2018,0.697851246,46.6,REP,0,0,0.39663,1,0.35,FALSE,0,87732,5,,78.9,,,0,11466,11463,"SARBANES, JOHN P. MR.",MD,3,DEM,2018,0.697851246,46.6,REP,0.628151471,1,0.39663,1,0.35,FALSE,0,87732,6,82.7,78.9,890731.1,629090.48,0,0.628151471,7.3,0
1832,11468,11472,"BISHOP, DAVE",MD,4,LIB,2018,0.752718733,32.3,REP,0.017907103,0,0.70495,1,0.35,FALSE,0,81151,4,,78.12105,,,0,11471,11471,"BROWN, ANTHONY",MD,4,DEM,2018,0.752718733,32.3,REP,0.740917425,1,0.70495,1,0.35,FALSE,0,81151,22,100,78.12105,737727.77,416665.46,0.017907103,0.740917425,7.3,0
1833,11473,11478,"DEVINE, WILLIAM A., III",MD,5,REP,2018,0.702903931,34,REP,0.297151178,0,0.51677,1,0.35,TRUE,0,96325,9,57.5,76.87619,0,0,0,11476,11474,"HOYER, STENY",MD,5,DEM,2018,0.702903931,34,REP,0.672663764,1,0.51677,1,0.35,FALSE,0,96325,500,84.2,76.87619,3686639.48,3365371.27,0.297151178,0.672663764,7.3,0
1834,11489,11486,"HOEBER, AMIE",MD,6,REP,2018,0.664377235,41.2,REP,0.409236127,0,0.35385,0,0.35,TRUE,0,79247,500,68,76.2,712365.12,580038.54,0,11496,11497,"TRONE, DAVID",MD,6,DEM,2018,0.664377235,41.2,REP,0.553641248,0,0.35385,1,0.35,FALSE,0,79247,4,40.4,76.2,16510092.41,13426884.66,0.409236127,0.553641248,7.3,0
1835,11500,11510,"CUMMINGS, ELIJAH E",MD,7,DEM,2018,0.702129656,37.2,REP,0.750988506,1,0.64063,1,0.35,FALSE,0,60929,500,91.5,75,897432.57,986542.07,0,11502,11509,"GRIGGS, DAVID R.",MD,7,LIB,2018,0.702129656,37.2,REP,0,0,0.64063,1,0.35,FALSE,0,60929,4,,75,,,0.750988506,0,7.3,0
1836,11513,11512,"RASKIN, JAMIE",MD,8,DEM,2018,0.676924069,53.8,REP,0.593092842,1,0.34325,0,0.35,FALSE,,100953,40,90.5,76.3,1059339.68,784330.49,0,11515,11517,"WALSH, JOHN",MD,8,REP,2018,0.676924069,53.8,REP,0.356466526,0,0.34325,1,0.35,TRUE,,100953,6,45.1,76.3,0,0,0.593092842,0.356466526,7.3,0
1837,11392,11392,"LOVVORN, TRACY LYN",MA,2,REP,2018,0.612250768,37.3,REP,0,0,0.17196,0,0.35,TRUE,4,67531,24,60.8,76.7,34001.81,28846.57,0,11393,11393,"MCGOVERN, JAMES P. MR.",MA,2,DEM,2018,0.612250768,37.3,REP,1,1,0.17196,1,0.35,FALSE,4,67531,5,100,76.7,1031999.6,871702.34,0,1,7.3,0
1838,11402,11401,"GREEN, RICK",MA,3,REP,2018,0.646937032,36.8,REP,0.313213751,0,0.19354,1,0.35,TRUE,0,75654,16,100,76.36667,842532.68,626278.65,0,11415,11407,"TRAHAN, LORI",MA,3,DEM,2018,0.646937032,36.8,REP,0.686786249,0,0.19354,0,0.35,FALSE,0,75654,32,21.6,76.36667,1701591.57,1508441.78,0.313213751,0.686786249,7.3,0
1839,11419,11422,"CLARK, KATHERINE",MA,5,DEM,2018,0.692776703,55.1,REP,1,1,0.24295,0,0.35,FALSE,0,98775,55,100,75.5,1137916.84,865020.84,0,11420,11420,"HUGO, JOHN",MA,5,REP,2018,0.692776703,55.1,REP,0,0,0.24295,1,0.35,TRUE,0,98775,6,63.7,75.5,0,0,1,0,7.3,0
1840,11425,11427,"MOULTON, SETH",MA,6,DEM,2018,0.6759048,42.6,REP,1,1,0.14042,1,0.35,FALSE,0,85951,160,100,74.23158,2252181,2329957.57,0,11428,11423,"SCHNEIDER, JOSEPH",MA,6,REP,2018,0.6759048,42.6,REP,0,0,0.14042,1,0.35,TRUE,0,85951,11,100,74.23158,198390.72,141420.91,1,0,7.3,0
1841,11438,11437,"KEATING, WILLIAM RICHARD",MA,9,DEM,2018,0.556211654,33.5,REP,0.557202507,1,0.11722,1,0.35,FALSE,,71685,9,85.5,70.5,1101455.4,431062.16,0,11439,11438,"TEDESCHI, PETER D. MR.",MA,9,REP,2018,0.556211654,33.5,REP,0.337645963,0,0.11722,1,0.35,TRUE,,71685,55,100,70.5,776954.1,562445.64,0.557202507,0.337645963,7.3,0
1842,11534,11536,"BERGMAN, JOHN",MI,1,REP,2018,0.38738838,23.7,,0.553180431,1,0.07988,1,0.41,TRUE,1,48416,6,100,71.4,1207497.08,775644.64,0,11537,11538,"MORGAN, MATTHEW WADE",MI,1,DEM,2018,0.38738838,23.7,,0.396884195,0,0.07988,1,0.41,FALSE,1,48416,10,,71.4,1100664.59,865074.85,0.56,0.44,7.3,0
1843,11538,11541,"DAVIDSON, ROBERT MICHAEL DR",MI,2,DEM,2018,0.429191697,24.5,,0.324139129,0,0.15424,1,0.41,FALSE,0,56103,7,100,74,962761.28,361795.19,0,11540,11540,"HUIZENGA, WILLIAM P",MI,2,REP,2018,0.429191697,24.5,,0.627491917,1,0.15424,1,0.41,TRUE,0,56103,9,100,74,1887119.36,1440555.6,0.43,0.57,7.3,0
1844,11542,11546,"ALBRO, CATHERINE",MI,3,DEM,2018,0.447410592,29.9,,0.37517052,0,0.16093,0,0.41,FALSE,0,58999,73,68.1,72.84,122516.61,99897.96,0,11543,11547,"AMASH, JUSTIN",MI,3,REP,2018,0.447410592,29.9,,0.594460805,1,0.16093,1,0.41,TRUE,0,58999,38,100,72.84,581454.44,568254.4,0.37517052,0.594460805,7.3,0
1845,11551,11550,"HILLIARD, JEROME C",MI,4,DEM,2018,0.402156295,20.8,,0.320750355,0,0.06093,1,0.41,FALSE,3,49448,170,70.6,75.7,0,0,0,11553,11552,"MOOLENAAR, JOHN MR.",MI,4,REP,2018,0.402156295,20.8,,0.616223903,1,0.06093,1,0.41,TRUE,3,49448,6,100,75.7,1067098.35,685563.85,0.320750355,0.616223903,7.3,0
1846,11554,11555,"KILDEE, DANIEL T.",MI,5,DEM,2018,0.492698941,18.7,,0.611759393,1,0.22921,1,0.41,FALSE,3,44383,12,100,74,1083176.06,931224,0,11555,11556,"WINES, TRAVIS RYAN",MI,5,REP,2018,0.492698941,18.7,,0.350944094,0,0.22921,1,0.41,TRUE,3,44383,54,100,74,0,0,0.611759393,0.350944094,7.3,0
1847,11562,11562,"LONGJOHN, MATT",MI,6,DEM,2018,0.4551475,26.7,,0.364380555,0,0.15319,1,0.41,FALSE,0,53414,500,37,73.86842,1094068.37,924943.02,0,11563,11559,"UPTON, FREDERICK STEPHEN",MI,6,REP,2018,0.4551475,26.7,,0.586256581,1,0.15319,1,0.41,TRUE,0,53414,135,100,73.86842,2775606.31,1884881.16,0.483333333,0.516666667,7.3,0
1848,11564,11567,"DRISKELL, GRETCHEN",MI,7,DEM,2018,0.521380525,23.3,,0.400712727,0,0.08838,0,0.41,FALSE,4,58899,500,85.2,73.18571,2038026.29,844977.71,0,11566,11566,"WALBERG, TIMOTHY L REP",MI,7,REP,2018,0.521380525,23.3,,0.550127679,1,0.08838,1,0.41,TRUE,4,58899,21,100,73.18571,1959911.7,891573.4,0.48,0.52,7.3,0
1849,11567,11568,"BISHOP, MIKE",MI,8,REP,2018,0.533796321,39.4,,0.560365079,1,0.14848,1,0.41,TRUE,0,71702,1,92.3,72.8,2950167.11,1773015.09,0,11572,11573,"SLOTKIN, ELISSA",MI,8,DEM,2018,0.533796321,39.4,,0.391827958,0,0.14848,0,0.41,FALSE,0,71702,500,70.7,72.8,5464036.75,3630863.58,0.48485,0.51515,7.3,0
1850,11576,11576,"LEVIN, ANDY",MI,9,DEM,2018,0.502670686,29.3,,0.579110591,0,0.22346,1,0.41,FALSE,0,58742,28,52.5,72.9,1251739.35,1149715.69,0,11579,11580,"STEARNS, CANDIUS MRS.",MI,9,REP,2018,0.502670686,29.3,,0.373967583,0,0.22346,0,0.41,TRUE,0,58742,500,100,72.9,183806,110000.8,0.579110591,0.373967583,7.3,0
1851,11581,11585,"BIZON, KIMBERLY ANN",MI,10,DEM,2018,0.400510532,22.6,,0.323414789,0,0.0758,0,0.41,FALSE,4,63156,5,41.1,71.7,49779.74,24423.26,0,11584,11582,"MITCHELL, PAUL III",MI,10,REP,2018,0.400510532,22.6,,0.630387303,1,0.0758,1,0.41,TRUE,4,63156,27,100,71.7,632349.88,287558.07,0.323414789,0.630387303,7.3,0
1852,11588,11590,"EPSTEIN, LENA ROSE",MI,11,REP,2018,0.624688747,45.8,,0.529392688,0,0.18963,0,0.41,TRUE,4,82545,500,30.9,72.1,2092219.89,1728986.23,0,11600,11587,"STEVENS, HALEY",MI,11,DEM,2018,0.624688747,45.8,,0.401707982,0,0.18963,0,0.41,FALSE,4,82545,500,27,72.1,2949214.55,1827682.81,0.468333333,0.531666667,7.3,0
1853,11601,11606,"DINGELL, DEBBIE",MI,12,DEM,2018,0.698535175,33.2,,0.643506117,1,0.21317,0,0.41,FALSE,4,57034,61,,72,1051646.3,1060451.05,0,11602,11605,"JONES, JEFF",MI,12,REP,2018,0.698535175,33.2,,0.292348293,0,0.21317,1,0.41,TRUE,4,57034,192,100,72,20647,19118,0.643506117,0.292348293,7.3,0
1854,11606,11613,"CONYERS, IAN",MI,13,DEM,2018,0.694038376,14.5,,0.770104752,0,0.615,1,0.41,FALSE,4,35365,155,,71.8,1328003.4,1272637.7,0,11617,11611,"TLAIB, RASHIDA",MI,13,DEM,2018,0.694038376,14.5,,0.770104752,0,0.615,0,0.41,FALSE,4,35365,500,31.2,71.8,1328003.4,1272637.7,0.770104752,0.770104752,7.3,0
1855,11627,11632,"FEEHAN, DANIEL",MN,1,DFL,2018,0.426800765,27.3,REP,0,0,0.10046,1,0.4,FALSE,4,61310,12,83.1,71.82632,,,0,11628,11629,"HAGEDORN, JAMES",MN,1,REP,2018,0.426800765,27.3,REP,0.496202358,0,0.10046,1,0.4,TRUE,4,61310,5,60.1,71.82632,1172512.86,897311.65,0.47,0.53,7.3,0
