Bonner, Jo#AL#1#REP#2010#1
Correa , L.#CA#46#DEM#2016#0.596987337
Nguyen , B.#CA#46#DEM#2016#0.596987337
Lowenthal , A.#CA#47#DEM#2016#0.559894652
Whallon , A.#CA#47#REP#2016#0.440105348
Rohrabacher , D.#CA#48#REP#2016#0.641219715
Savary , S.#CA#48#DEM#2016#0.358780285
Issa , D.#CA#49#OTHER#2016#0
Applegate , D.#CA#49#DEM#2016#0.398309448
Hunter , D.#CA#50#REP#2016#0.712000712
Malloy , P.#CA#50#DEM#2016#0.287999288
Vargas , J.#CA#51#DEM#2016#0.687895058
Hidalgo , J.#CA#51#REP#2016#0.312104942
Peters , S.#CA#52#DEM#2016#0.515868707
Gitsham , D.#CA#52#REP#2016#0.484131293
Davis , S.#CA#53#DEM#2016#0.588365621
Veltmeyer , J.#CA#53#REP#2016#0.411634379
DeGette , D.#CO#1#DEM#2016#0.658114717
Stockham , C.#CO#1#REP#2016#0.289708216
Dinges , D.#CO#1#LIB#2016#0.033365171
Polis , J.#CO#2#DEM#2016#0.567431239
Morse , N.#CO#2#REP#2016#0.432568761
Longstreth , R.#CO#2#LIB#2016#0
Tipton , S.#CO#3#REP#2016#0.579819379
Schwartz , G.#CO#3#DEM#2016#0.356988131
Kent , G.#CO#3#LIB#2016#0.023020477
Buck , K.#CO#4#REP#2016#0.646727654
Seay , B.#CO#4#DEM#2016#0.292233698
Griffith , B.#CO#4#LIB#2016#0.033060274
Lamborn , D.#CO#5#REP#2016#0.597979875
Plowright , M.#CO#5#DEM#2016#0.402020125
McRedmond , M.#CO#5#LIB#2016#0
Coffman , M.#CO#6#REP#2016#0.518980611
Carroll , M.#CO#6#DEM#2016#0.429919693
Olsen , N.#CO#6#LIB#2016#0.031193026
Worthey , R.#CO#6#GRE#2016#0.019906671
Perlmutter , E.#CO#7#DEM#2016#0.550729538
Athanasopoulos , G.#CO#7#REP#2016#0.449270462
Buchanan , M.#CO#7#LIB#2016#0
Larson , J.#CT#1#DEM#2016#0
Corey , M.#CT#1#REP#2016#0.360788687
DeRosa , M.#CT#1#GRE#2016#0.015820563
Courtney , J.#CT#2#DEM#2016#0
Novak , D.#CT#2#REP#2016#0.354647796
Pelto , J.#CT#2#GRE#2016#0.011182964
Reale , D.#CT#2#LIB#2016#0.011415485
DeLauro , R.#CT#3#DEM#2016#0
Cadena , A.#CT#3#REP#2016#0.330829431
Himes , J.#CT#4#DEM#2016#0
Shaban , J.#CT#4#REP#2016#0
Esty , E.#CT#5#DEM#2016#0
Cope , C.#CT#5#REP#2016#0
Rochester , L.#DE#1#DEM#2016#0
Reigle , H.#DE#1#REP#2016#0
Perri , M.#DE#1#GRE#2016#0
Gesty , S.#DE#1#LIB#2016#0
Gaetz , M.#FL#1#REP#2016#0.70146977
Specht , S.#FL#1#DEM#2016#0.23359947
Dunn , N.#FL#2#REP#2016#0.493482264
Dartland , W.#FL#2#DEM#2016#0.504828249
Lapham , R.#FL#2#LIB#2016#0
Yoho , T.#FL#3#REP#2016#0.64984769
McGurn , K.#FL#3#DEM#2016#0.323020511
Wells , T.#FL#3#OTHER#2016#0
Rutherford , J.#FL#4#REP#2016#0.782770745
Bruderly , D.#FL#4#DEM#2016#0
Koniz , G.#FL#4#OTHER#2016#0
Lawson , A.#FL#5#DEM#2016#0.654749762
Smith , G.#FL#5#REP#2016#0.345250238
DeSantis , R.#FL#6#REP#2016#0.625445325
McCullough , B.#FL#6#DEM#2016#0.374554675
Murphy , S.#FL#7#DEM#2016#0.321402159
Mica , J.#FL#7#REP#2016#0.635989858
Posey , B.#FL#8#REP#2016#0.658358621
Westbrook , C.#FL#8#DEM#2016#0.341419168
Stinson , B.#FL#8#OTHER#2016#0
Soto , D.#FL#9#DEM#2016#0.539746259
Liebnitzky , W.#FL#9#REP#2016#0.431124122
Demings , V.#FL#10#DEM#2016#0.384505577
Lowe , T.#FL#10#REP#2016#0.615408429
Webster , D.#FL#11#REP#2016#0.66658832
Koller , D.#FL#11#DEM#2016#0.33341168
Riggs , B.#FL#11#OTHER#2016#0
Bilirakis , G.#FL#12#REP#2016#1
Tager , R.#FL#12#DEM#2016#0
Crist , C.#FL#13#DEM#2016#0
Jolly , D.#FL#13#REP#2016#0.752191648
Castor , K.#FL#14#DEM#2016#1
Quinn , C.#FL#14#REP#2016#0
Ross , D.#FL#15#REP#2016#0.602812971
Lange , J.#FL#15#DEM#2016#0.397187029
Buchanan , V.#FL#16#REP#2016#0.615386295
Schneider , J.#FL#16#DEM#2016#0.383813207
Rooney , T.#FL#17#REP#2016#0.632353993
Freeman , A.#FL#17#DEM#2016#0.367646007
Sawyer , J.#FL#17#OTHER#2016#0
Mast , B.#FL#18#REP#2016#0.402156496
Perkins , R.#FL#18#DEM#2016#0.597843504
Spalding , C.#FL#18#OTHER#2016#0
Rooney , F.#FL#19#REP#2016#0.645521164
Neeld , R.#FL#19#DEM#2016#0.327406921
Hastings , A.#FL#20#DEM#2016#0.816036478
Stein , G.#FL#20#REP#2016#0.183963522
Frankel , L.#FL#21#DEM#2016#0.996265506
Spain , P.#FL#21#REP#2016#0
Trout , M.#FL#21#OTHER#2016#0
Deutch , T.#FL#22#DEM#2016#0.580316156
McGee , A.#FL#22#REP#2016#0.419651451
Wasserman Schultz , D.#FL#23#DEM#2016#0.626677913
Kaufman , J.#FL#23#REP#2016#0.373322087
Endriss , D.#FL#23#OTHER#2016#0
Milstein , L.#FL#23#OTHER#2016#0
Wilson , F.#FL#24#DEM#2016#0.861751091
Diaz-Balart , M.#FL#25#REP#2016#1
Valdes , A.#FL#25#DEM#2016#0
Curbelo , C.#FL#26#REP#2016#0.514643262
Garcia , J.#FL#26#DEM#2016#0.485356738
Peixoto , J.#FL#26#OTHER#2016#0
Ros-Lehtinen , I.#FL#27#REP#2016#1
Fuhrman , S.#FL#27#DEM#2016#0
Carter , B.#GA#1#REP#2016#0.609135402
Bishop , S.#GA#2#DEM#2016#0.591546961
Duke , G.#GA#2#REP#2016#0.408453039
Ferguson , D.#GA#3#REP#2016#1
Pendley , A.#GA#3#DEM#2016#0
Johnson , H.#GA#4#DEM#2016#0.999324324
Armendariz , V.#GA#4#REP#2016#0
Lewis , J.#GA#5#DEM#2016#1
Bell , D.#GA#5#REP#2016#0
Price , T.#GA#6#REP#2016#0.660405503
Stooksbury , R.#GA#6#DEM#2016#0.339594497
Woodall , R.#GA#7#REP#2016#0.653870293
Malik , R.#GA#7#DEM#2016#0.346129707
Scott , A.#GA#8#REP#2016#0.999085017
Harris , J.#GA#8#DEM#2016#0
Collins , D.#GA#9#REP#2016#0.806746314
Hice , J.#GA#10#REP#2016#0.665222923
Loudermilk , B.#GA#11#REP#2016#1
Wilson , D.#GA#11#DEM#2016#0
Allen , R.#GA#12#REP#2016#0.547531982
McCracken , T.#GA#12#DEM#2016#0.452468018
Scott , D.#GA#13#DEM#2016#1
Graves , T.#GA#14#REP#2016#1
Hanabusa , C.#HI#1#DEM#2016#0.519283379
Ostrov , S.#HI#1#REP#2016#0.480716621
Yim , A.#HI#1#LIB#2016#0
Griffin , C.#HI#1#OTHER#2016#0
Gabbard , T.#HI#2#DEM#2016#0.787487592
Kaaihue , A.#HI#2#REP#2016#0.18648833
Labrador , R.#ID#1#REP#2016#0.650083309
Piotrowski , J.#ID#1#DEM#2016#0.349884997
Simpson , M.#ID#2#REP#2016#0.613608471
Martinez , J.#ID#2#DEM#2016#0.386391529
Tomkins , A.#ID#2#OTHER#2016#0
Rush , B.#IL#1#DEM#2016#0.730880969
Deuser , A.#IL#1#REP#2016#0.269119031
Kelly , R.#IL#2#DEM#2016#0.784942183
Morrow , J.#IL#2#REP#2016#0.214421392
Lipinski , D.#IL#3#DEM#2016#0.645622184
Gutierrez , L.#IL#4#DEM#2016#0.781468257
Quigley , M.#IL#5#DEM#2016#0.632347747
Kolber , V.#IL#5#REP#2016#0.30621838
Sherman , R.#IL#5#GRE#2016#0.061433874
Roskam , P.#IL#6#REP#2016#0.671353538
Howland , A.#IL#6#DEM#2016#0.328646462
Davis , D.#IL#7#DEM#2016#0.85095294
Leef , J.#IL#7#REP#2016#0.14904706
Krishnamoorthi , R.#IL#8#DEM#2016#0.557263531
DiCianni , P.#IL#8#REP#2016#0.442736469
Schakowsky , J.#IL#9#DEM#2016#0.660576247
McCarthy Lasonde , J.#IL#9#REP#2016#0.339114547
Schneider , B.#IL#10#DEM#2016#0.487024924
Dold , R.#IL#10#REP#2016#0.512975076
Foster , B.#IL#11#DEM#2016#0.534616529
Khouri , T.#IL#11#REP#2016#0.465377749
Bost , M.#IL#12#REP#2016#0.524645033
Baricevic , C.#IL#12#DEM#2016#0.418903584
Bradshaw , P.#IL#12#GRE#2016#0.056451382
Davis , R.#IL#13#REP#2016#0.586559314
Wicklund , M.#IL#13#DEM#2016#0.413440686
Hultgren , R.#IL#14#REP#2016#0.654137605
Walz , J.#IL#14#DEM#2016#0.345862395
Shimkus , J.#IL#15#REP#2016#0.749231726
Kinzinger , A.#IL#16#REP#2016#0.706212764
Bustos , C.#IL#17#DEM#2016#0.554571857
Harlan , P.#IL#17#REP#2016#0.445347886
LaHood , D.#IL#18#REP#2016#0.747195428
Rodriguez , J.#IL#18#DEM#2016#0.252804572
Visclosky , P.#IN#1#DEM#2016#0.608455792
Dunn , D.#IN#1#LIB#2016#0.033128826
Walorski , J.#IN#2#REP#2016#0.589414601
Coleman , L.#IN#2#DEM#2016#0.38285124
Cenkush , R.#IN#2#LIB#2016#0.02773416
Banks , J.#IN#3#REP#2016#0.691490863
Schrader , T.#IN#3#DEM#2016#0.2672908
Snyder , P.#IN#3#LIB#2016#0.041218337
Rokita , T.#IN#4#REP#2016#0.668745688
Dale , J.#IN#4#DEM#2016#0.331254312
Mayoras , S.#IN#4#LIB#2016#0
Brooks , S.#IN#5#REP#2016#0.65211224
Demaree , A.#IN#5#DEM#2016#0.308201189
Wittlief , M.#IN#5#LIB#2016#0.039686571
Messer , L.#IN#6#REP#2016#0.658969117
Welsh , B.#IN#6#DEM#2016#0.293472022
Turvey , R.#IN#6#LIB#2016#0.04755886
Carson , A.#IN#7#DEM#2016#0.547322757
Ping , C.#IN#7#REP#2016#0.41766063
Thompson , D.#IN#7#LIB#2016#0.035016613
Bucshon , L.#IN#8#REP#2016#0.603239646
Drake , R.#IN#8#DEM#2016#0.358310714
Horning , A.#IN#8#LIB#2016#0.03844964
Hollingsworth , T.#IN#9#REP#2016#0.625628899
Yoder , S.#IN#9#DEM#2016#0.338795593
Brooksbank , R.#IN#9#LIB#2016#0.035575508
Blum , R.#IA#1#REP#2016#0.511451782
Vernon , M.#IA#1#DEM#2016#0.488548218
Loebsack , D.#IA#2#DEM#2016#0.525607763
Peters , C.#IA#2#REP#2016#0.474392237
Young , D.#IA#3#REP#2016#0.528952822
Mowrer , J.#IA#3#DEM#2016#0.423367705
Holder , B.#IA#3#LIB#2016#0.032182045
Addy , C.#IA#3#OTHER#2016#0.015497428
Grandanette , J.#IA#3#OTHER#2016#0.015497428
King , S.#IA#4#REP#2016#0.616820054
Weaver , K.#IA#4#DEM#2016#0.383179946
Marshall , R.#KS#1#REP#2016#0.679679273
LaPolice , A.#KS#1#IND#2016#0
Burt , K.#KS#1#LIB#2016#0
Jenkins , L.#KS#2#REP#2016#0.570447436
Potter , B.#KS#2#DEM#2016#0.386169279
Bales , J.#KS#2#LIB#2016#0.043383285
Yoder , K.#KS#3#REP#2016#0.600208857
Sidie , J.#KS#3#DEM#2016#0.399791143
Hohe , S.#KS#3#LIB#2016#0
Pompeo , M.#KS#4#REP#2016#0.666610618
Giroux , D.#KS#4#DEM#2016#0.333389382
Allen , M.#KS#4#IND#2016#0
Bakken , G.#KS#4#LIB#2016#0
Comer , J.#KY#1#REP#2016#0.731229239
Gaskins , S.#KY#1#DEM#2016#0.268770761
Guthrie , B.#KY#2#REP#2016#0.691853955
Yarmuth , J.#KY#3#DEM#2016#0.634941683
Bratcher , H.#KY#3#REP#2016#0.35568717
Corley , E.#KY#3#OTHER#2016#0
Massie , T.#KY#4#REP#2016#0.677283735
Sidle , C.#KY#4#DEM#2016#0.322716265
Rogers , H.#KY#5#REP#2016#0.782538008
Barr , A.#KY#6#REP#2016#0.599949531
Kemper , N.#KY#6#DEM#2016#0.400050469
Scalise , S.#LA#1#REP#2016#0.775602039
Dugas , L.#LA#1#DEM#2016#0.18871412
Faust , D.#LA#1#DEM#2016#0.18871412
Kearney , H.#LA#1#LIB#2016#0.035683841
Swider , J.#LA#1#DEM#2016#0.18871412
Barron , E.#LA#1#GRE#2016#0
Yang , C.#LA#1#OTHER#2016#0
Richmond , C.#LA#2#DEM#2016#0.857543891
Holden , K.#LA#2#DEM#2016#0.857543891
Cutno , K.#LA#2#DEM#2016#0.857543891
S. Angelle , Winner*#LA#3#REP#2016#0.880043002
C. Higgins , Winner*#LA#3#REP#2016#0.880043002
Hebert , J.#LA#3#DEM#2016#0
Rader , L.#LA#3#DEM#2016#0
Rantz , G.#LA#3#REP#2016#0.880043002
Ellison , G.#LA#3#REP#2016#0.880043002
Geymann , B.#LA#3#REP#2016#0.880043002
Barrilleaux , B.#LA#3#REP#2016#0.880043002
McLendon , G.#LA#3#LIB#2016#0
Rees , G.#LA#3#REP#2016#0.880043002
Scelfo , K.#LA#3#OTHER#2016#0
Vidrine , H.#LA#3#REP#2016#0.880043002
M. Jones , Winner*#LA#4#DEM#2016#0
M. Johnson , Winner*#LA#4#REP#2016#0.734338853
Baucum , T.#LA#4#REP#2016#0.734338853
Jenkins , O.#LA#4#REP#2016#0.734338853
Guillory , E.#LA#4#REP#2016#0.734338853
John , R.#LA#4#REP#2016#0.734338853
Halverson , M.#LA#4#OTHER#2016#0
Krefft , K.#LA#4#OTHER#2016#0
Abraham , R.#LA#5#REP#2016#0.701662695
Burkette , B.#LA#5#REP#2016#0.701662695
Graves , G.#LA#6#REP#2016#0.641081092
Lieberman , R.#LA#6#DEM#2016#0.345142159
Bell , B.#LA#6#REP#2016#0.641081092
Sampson , J.#LA#6#DEM#2016#0.345142159
Fontanesi , R.#LA#6#LIB#2016#0.013776748
Graham , D.#LA#6#OTHER#2016#0
Pingree , C.#ME#1#DEM#2016#0.604322462
Holbrook , M.#ME#1#REP#2016#0.306738794
Poliquin , B.#ME#2#REP#2016#0.470308487
Cain , E.#ME#2#DEM#2016#0.418263667
Harris , A.#MD#1#REP#2016#0.704846414
Werner , J.#MD#1#DEM#2016#0.295153586
Beers , M.#MD#1#LIB#2016#0
Ruppersberger , D.#MD#2#DEM#2016#0.613880264
McDonough , P.#MD#2#REP#2016#0.358966908
Kasprzak , K.#MD#2#LIB#2016#0
Sarbanes , J.#MD#3#DEM#2016#0.596383503
Plaster , M.#MD#3#REP#2016#0.403616497
Eze , N.#MD#3#GRE#2016#0
Brown , A.#MD#4#DEM#2016#0.702504696
McDermott , G.#MD#4#REP#2016#0.282910666
Clark , K.#MD#4#GRE#2016#0
Krause , B.#MD#4#LIB#2016#0.014584638
Hoyer , S.#MD#5#DEM#2016#0.641215929
Arness , M.#MD#5#REP#2016#0.357778329
Summers , J.#MD#5#LIB#2016#0
Delaney , J.#MD#6#DEM#2016#0.497405408
Hoeber , A.#MD#6#REP#2016#0.482835774
Howser , D.#MD#6#LIB#2016#0
Gluck , G.#MD#6#GRE#2016#0.019758818
Cummings , E.#MD#7#DEM#2016#0.700085188
Vaughn , C.#MD#7#REP#2016#0.270374924
Hoenig , M.#MD#7#GRE#2016#0
Raskin , J.#MD#8#DEM#2016#0.608467327
Cox , D.#MD#8#REP#2016#0.391007526
Wallace , N.#MD#8#GRE#2016#0
Wunder , J.#MD#8#LIB#2016#0
Neal , R.#MA#1#DEM#2016#0.97955701
Mayock , F.#MA#1#IND#2016#0
Simmons , T.#MA#1#LIB#2016#0
McGovern , J.#MA#2#DEM#2016#0.982025529
Tsongas , N.#MA#3#DEM#2016#0.629583699
Wofford , A.#MA#3#REP#2016#0.369492998
Kennedy , J.#MA#4#DEM#2016#0.979053472
Rosa , D.#MA#4#REP#2016#0
Clark , K.#MA#5#DEM#2016#0.982942891
Moulton , S.#MA#6#DEM#2016#0.549697119
Capuano , M.#MA#7#DEM#2016#0.983306352
Lynch , S.#MA#8#DEM#2016#0.986688042
Burke , W.#MA#8#REP#2016#0
Keating , B.#MA#9#DEM#2016#0.54947347
Alliegro , M.#MA#9#REP#2016#0.449912147
Harrington , P.#MA#9#IND#2016#0
Cataldo , C.#MA#9#OTHER#2016#0
Raduc , A.#MA#9#OTHER#2016#0
Bergman , J.#MI#1#REP#2016#0.521382795
Johnson , L.#MI#1#DEM#2016#0.452814725
Bostow , D.#MI#1#LIB#2016#0.015283991
Boal , E.#MI#1#GRE#2016#0.010518488
Huizenga , B.#MI#2#REP#2016#0.636254412
Murphy , D.#MI#2#DEM#2016#0.332521401
Haas , E.#MI#2#LIB#2016#0.018195727
Brady , M.#MI#2#GRE#2016#0
Graeser , R.#MI#2#OTHER#2016#0.01302846
Amash , J.#MI#3#REP#2016#0.579071213
Smith , D.#MI#3#DEM#2016#0.390118113
Gerrard , T.#MI#3#OTHER#2016#0
Moolenaar , J.#MI#4#REP#2016#0.564945334
Wirth , D.#MI#4#DEM#2016#0.390920733
Schwartz , L.#MI#4#LIB#2016#0.02139247
Zimmer , G.#MI#4#OTHER#2016#0.022741463
Salvi , J.#MI#4#GRE#2016#0
Butkovich , K.#MI#4#OTHER#2016#0.022741463
Kildee , D.#MI#5#DEM#2016#0.66707182
Hardwick , A.#MI#5#REP#2016#0.311617103
Sluka , S.#MI#5#LIB#2016#0.021311077
Mikkelson , H.#MI#5#GRE#2016#0
Upton , F.#MI#6#REP#2016#0.558920642
Clements , P.#MI#6#DEM#2016#0.403831062
Wenke , L.#MI#6#LIB#2016#0.026462369
Walberg , T.#MI#7#REP#2016#0.534519525
Driskell , G.#MI#7#DEM#2016#0.411663724
Proctor , K.#MI#7#LIB#2016#0.020256164
Bishop , M.#MI#8#REP#2016#0.54597018
Shkreli , S.#MI#8#DEM#2016#0.420643702
Wood , J.#MI#8#LIB#2016#0.018743445
Green , M.#MI#8#GRE#2016#0.007732648
Burgess , J.#MI#8#OTHER#2016#0.006910026
Levin , S.#MI#9#DEM#2016#0.603932547
Morse , C.#MI#9#REP#2016#0.360874746
Orlando , M.#MI#9#LIB#2016#0.021226363
McDermott , J.#MI#9#GRE#2016#0.013966344
Mitchell , P.#MI#10#REP#2016#0.68681458
Accavitti , F.#MI#10#DEM#2016#0.293595753
Gioia , L.#MI#10#LIB#2016#0
Nofs , B.#MI#10#GRE#2016#0.019589666
Trott , D.#MI#11#REP#2016#0.558971971
Kumar , A.#MI#11#DEM#2016#0.404719827
Bentivolio , K.#MI#11#IND#2016#0
Osment , J.#MI#11#LIB#2016#0.030692013
Dingell , D.#MI#12#DEM#2016#0.650082261
Jones , J.#MI#12#REP#2016#0.313152037
Walkowicz , G.#MI#12#OTHER#2016#0
Bagwell , T.#MI#12#LIB#2016#0.012382658
Calewarts , D.#MI#12#GRE#2016#0
Conyers , J.#MI#13#DEM#2016#0.79492294
Gorman , J.#MI#13#REP#2016#0.163129616
Hayden , T.#MI#13#LIB#2016#0.021186365
Johnson , S.#MI#13#OTHER#2016#0
Lawrence , B.#MI#14#DEM#2016#0.777867726
Klausner , H.#MI#14#REP#2016#0.196740215
Creswell , G.#MI#14#LIB#2016#0.015842386
Squier , M.#MI#14#GRE#2016#0.009408476
Walz , T.#MN#1#DEM#2016#0
Hagedorn , J.#MN#1#REP#2016#0.457340748
Lewis , J.#MN#2#REP#2016#0.560843761
Craig , A.#MN#2#DEM#2016#0
Overby , P.#MN#2#IND#2016#0
Paulsen , E.#MN#3#REP#2016#0.621897751
Bonoff , T.#MN#3#DEM#2016#0
McCollum , B.#MN#4#DEM#2016#0
Ryan , G.#MN#4#REP#2016#0.329284862
Pendergast Sindt , S.#MN#4#OTHER#2016#0.670715138
Ellison , K.#MN#5#DEM#2016#0
Drake , F.#MN#5#REP#2016#0.240081984
Schuller , D.#MN#5#OTHER#2016#0.759918017
Emmer , T.#MN#6#REP#2016#0.563252236
Snyder , D.#MN#6#DEM#2016#0
Peterson , C.#MN#7#DEM#2016#0
Hughes , D.#MN#7#REP#2016#0.457191446
Nolan , R.#MN#8#DEM#2016#0
Mills , S.#MN#8#REP#2016#0.471451459
Kelly , T.#MS#1#REP#2016#0.679116676
Owens , J.#MS#1#DEM#2016#0.289277419
Wilson , C.#MS#1#LIB#2016#0.025345607
Toole , C.#MS#1#REP#2016#0.679116676
Thompson , B.#MS#2#DEM#2016#0.677367706
Bouie , J.#MS#2#REP#2016#0
Ray , T.#MS#2#IND#2016#0.245314371
McLeod , J.#MS#2#REP#2016#0
Harper , G.#MS#3#REP#2016#0.688936857
Quinn , D.#MS#3#DEM#2016#0.279292876
Gerrard , R.#MS#3#OTHER#2016#0.009014543
Sheets , L.#MS#3#REP#2016#0.688936857
Palazzo , S.#MS#4#REP#2016#0.699182393
Gladney , M.#MS#4#DEM#2016#0.24341158
McCluskey , R.#MS#4#LIB#2016#0.022323495
O'Hara , S.#MS#4#REP#2016#0.699182393
Clay , L.#MO#1#DEM#2016#0.729782133
Bailey , S.#MO#1#REP#2016#0.21574492
Cunningham , R.#MO#1#LIB#2016#0.054472947
Wagner , A.#MO#2#REP#2016#0.64119472
Otto , B.#MO#2#DEM#2016#0.326172458
Higgins , J.#MO#2#LIB#2016#0.032632822
Arnold , D.#MO#2#GRE#2016#0
Luetkemeyer , B.#MO#3#REP#2016#0.683331594
Miller , K.#MO#3#DEM#2016#0.271480013
Hogan , D.#MO#3#LIB#2016#0.044843962
Simmons , D.#MO#3#OTHER#2016#0
Hartzler , V.#MO#4#REP#2016#0.680791441
Christensen , G.#MO#4#DEM#2016#0.263571696
Bliss , M.#MO#4#LIB#2016#0.055551774
Cleaver , E.#MO#5#DEM#2016#0.515872034
Turk , J.#MO#5#REP#2016#0.449578547
Welborn , R.#MO#5#LIB#2016#0.034549419
Graves , S.#MO#6#REP#2016#0.666502647
Blackwell , D.#MO#6#DEM#2016#0.295004546
Monchil , R.#MO#6#LIB#2016#0.038492806
Diel , M.#MO#6#GRE#2016#0
Long , B.#MO#7#REP#2016#0.63464201
Williams , G.#MO#7#DEM#2016#0.28838049
Brixey , B.#MO#7#LIB#2016#0.076751831
Smith , J.#MO#8#REP#2016#0.666507562
Cowell , D.#MO#8#DEM#2016#0.243185701
Shell , J.#MO#8#LIB#2016#0.02360825
Zinke , R.#MT#1#REP#2016#0
Juneau , D.#MT#1#DEM#2016#0
Breckenridge , R.#MT#1#LIB#2016#0
Fortenberry , J.#NE#1#REP#2016#0.688155168
Wik , D.#NE#1#DEM#2016#0.311844832
Bacon , D.#NE#2#REP#2016#0.456924876
Ashford , B.#NE#2#DEM#2016#0.490336159
Laird , S.#NE#2#LIB#2016#0.052738965
Smith , A.#NE#3#REP#2016#0.75387643
Titus , D.#NV#1#DEM#2016#0.568413056
Perry , M.#NV#1#REP#2016#0.378746933
D'Silva , R.#NV#1#OTHER#2016#0.020249318
Bakari , K.#NV#1#IND#2016#0
Amodei , M.#NV#2#REP#2016#0.657333119
Evans , C.#NV#2#DEM#2016#0.27934053
Everhart , J.#NV#2#IND#2016#0
Knight , D.#NV#2#OTHER#2016#0.063326352
Rosen , J.#NV#3#DEM#2016#0.361270665
Tarkanian , D.#NV#3#REP#2016#0.607525443
Markowitz , W.#NV#3#IND#2016#0.020457181
Goossen , D.#NV#3#OTHER#2016#0
Kihuen , R.#NV#4#DEM#2016#0.457589405
Hardy , C.#NV#4#REP#2016#0.48528456
Brown , S.#NV#4#LIB#2016#0.031495401
Little , M.#NV#4#IND#2016#0
Shea-Porter , C.#NH#1#DEM#2016#0.481964858
Guinta , F.#NH#1#REP#2016#0.518035142
O'Connor , S.#NH#1#IND#2016#0
Lombardo , R.#NH#1#LIB#2016#0
Kelly , B.#NH#1#IND#2016#0
Kuster , A.#NH#2#DEM#2016#0.550151323
Lawrence , J.#NH#2#REP#2016#0.449848677
Babiarz , J.#NH#2#IND#2016#0
Norcross , D.#NJ#1#DEM#2016#0.574274426
Patterson , B.#NJ#1#REP#2016#0.394314797
Tomaszewski , S.#NJ#1#IND#2016#0
Sihr , W.#NJ#1#LIB#2016#0
Berman , M.#NJ#1#IND#2016#0
LoBiondo , F.#NJ#2#REP#2016#0.614599092
Cole , D.#NJ#2#DEM#2016#0.372716599
Ordille , J.#NJ#2#LIB#2016#0
Keenan , J.#NJ#2#IND#2016#0.006113532
Beechwood , E.#NJ#2#IND#2016#0.006113532
Fenichel , S.#NJ#2#IND#2016#0.006113532
Franco , G.#NJ#2#IND#2016#0.006113532
MacArthur , T.#NJ#3#REP#2016#0.539867708
LaVergne , F.#NJ#3#DEM#2016#0.443501717
Berlinski , L.#NJ#3#OTHER#2016#0.016630576
Smith , C.#NJ#4#REP#2016#0.679592105
Phillipson , L.#NJ#4#DEM#2016#0.311211388
Schroeder , H.#NJ#4#IND#2016#0
Marcus , J.#NJ#4#LIB#2016#0
Gottheimer , J.#NJ#5#DEM#2016#0.433027562
Garrett , S.#NJ#5#REP#2016#0.554083453
Belusic , C.#NJ#5#LIB#2016#0
Pallone , F.#NJ#6#DEM#2016#0.599300995
Sonnek-Schmelz , B.#NJ#6#REP#2016#0.389275841
Malliah , R.#NJ#6#GRE#2016#0
Shamy , J.#NJ#6#LIB#2016#0.011423163
Lance , L.#NJ#7#REP#2016#0.592549873
Jacob , P.#NJ#7#DEM#2016#0.387688427
O'Neill , D.#NJ#7#LIB#2016#0.0197617
Haussmann , A.#NJ#7#IND#2016#0
Sires , A.#NJ#8#DEM#2016#0.773535552
Khan , A.#NJ#8#REP#2016#0.190409719
Olivera , P.#NJ#8#IND#2016#0
Delaney , D.#NJ#8#LIB#2016#0
Pascrell , B.#NJ#9#DEM#2016#0.68486373
Castillo , H.#NJ#9#REP#2016#0.300899061
Rivera , D.#NJ#9#LIB#2016#0
Boss , J.#NJ#9#IND#2016#0
Payne Jr. , D.#NJ#10#DEM#2016#0.853830169
Pinckney , D.#NJ#10#REP#2016#0.126236365
Miller , J.#NJ#10#IND#2016#0
Fraser , A.#NJ#10#IND#2016#0
Frelinghuysen , R.#NJ#11#REP#2016#0.625700272
Wenzel , J.#NJ#11#DEM#2016#0.374299728
Depasquale , T.#NJ#11#IND#2016#0
Hetrick , J.#NJ#11#LIB#2016#0
Watson Coleman , B.#NJ#12#DEM#2016#0.609506221
Uccio , S.#NJ#12#REP#2016#0.365097125
Forchion , E.#NJ#12#IND#2016#0
Shapiro , R.#NJ#12#IND#2016#0
Fitzpatrick , T.#NJ#12#LIB#2016#0
Welzer , S.#NJ#12#GRE#2016#0.005998679
Bollentin , M.#NJ#12#IND#2016#0
Lujan Grisham , M.#NM#1#DEM#2016#0.585862513
Priem , R.#NM#1#REP#2016#0.414137487
Pearce , S.#NM#2#REP#2016#0.644274819
Soules , M.#NM#2#DEM#2016#0.355258261
Lujan , B.#NM#3#DEM#2016#0.615229579
Romero , M.#NM#3#REP#2016#0.384487929
Zeldin , L.#NY#1#REP#2016#0
Throne-Holst , A.#NY#1#DEM#2016#0
King , P.#NY#2#REP#2016#0
Gregory , D.#NY#2#DEM#2016#0.300232638
Suozzi , T.#NY#3#DEM#2016#0
Martins , J.#NY#3#REP#2016#0
Rice , K.#NY#4#DEM#2016#0
Gurfein , D.#NY#4#REP#2016#0
Meeks , G.#NY#5#DEM#2016#0.951370913
O'Reilly , M.#NY#5#REP#2016#0
Francois , F.#NY#5#GRE#2016#0
Meng , G.#NY#6#DEM#2016#0
Maio , D.#NY#6#REP#2016#0
Bhatti , H.#NY#6#OTHER#2016#1
Velazquez , N.#NY#7#DEM#2016#0
